,Position,Driver,Car,Time
5,1,Fernando Alonso,Ferrari,1:40.621
1,2,Sebastian Vettel,Red Bull Racing Renault,1:41.026
7,3,Michael Schumacher,Mercedes,1:42.459
12,4,Nico Hulkenberg,Force India Mercedes,1:43.501
18,5,Pastor Maldonado,Williams Renault,1:43.950
3,6,Jenson Button,McLaren Mercedes,1:44.113
4,7,Lewis Hamilton,McLaren Mercedes,1:44.186
2,8,Mark Webber,Red Bull Racing Renault,1:41.496
11,9,Paul di Resta,Force India Mercedes,1:44.889
9,10,Kimi Räikkönen,Lotus Renault,1:45.811
16,11,Daniel Ricciardo,STR Ferrari,1:39.789
14,12,Kamui Kobayashi,Sauber Ferrari,1:39.985
6,13,Felipe Massa,Ferrari,1:40.212
19,14,Bruno Senna,Williams Renault,1:40.752
17,15,Jean-Eric Vergne,STR Ferrari,1:16.741
20,16,Heikki Kovalainen,Caterham Renault,1:17.620
15,17,Sergio Perez,Sauber Ferrari,1:39.933
21,18,Vitaly Petrov,Caterham Renault,1:18.531
10,19,Romain Grosjean,Lotus Renault,1:40.574
25,20,Charles Pic,Marussia Cosworth,1:19.220
8,21,Nico Rosberg,Mercedes,1:41.551
24,22,Timo Glock,Marussia Cosworth,1:19.291
22,23,Pedro de la Rosa,HRT Cosworth,1:19.912
23,24,Narain Karthikeyan,HRT Cosworth,1:20.230
