,Position,Driver,Car,Time / Gap,Laps
7,1,David Coulthard,McLaren Mercedes,1:25.627,29
8,2,Mika Hakkinen,McLaren Mercedes,+0.804s,26
3,3,Michael Schumacher,Ferrari,+1.429s,25
9,4,Damon Hill,Jordan Mugen Honda,+1.691s,35
10,5,Ralf Schumacher,Jordan Mugen Honda,+1.794s,30
5,6,Giancarlo Fisichella,Benetton Playlife,+2.026s,35
2,7,Heinz-Harald Frentzen,Williams Mecachrome,+2.067s,28
4,8,Eddie Irvine,Ferrari,+2.124s,26
11,9,Olivier Panis,Prost Peugeot,+2.227s,33
1,10,Jacques Villeneuve,Williams Mecachrome,+2.249s,26
14,11,Jean Alesi,Sauber Petronas,+2.304s,26
6,12,Alexander Wurz,Benetton Playlife,+2.332s,31
17,13,Mika Salo,Arrows,+2.503s,16
15,14,Johnny Herbert,Sauber Petronas,+2.664s,28
18,15,Rubens Barrichello,Stewart Ford,+3.085s,26
21,16,Toranosuke Takagi,Tyrrell Ford,+4.001s,22
16,17,Pedro Diniz,Arrows,+4.327s,14
19,18,Jan Magnussen,Stewart Ford,+4.616s,27
22,19,Shinji Nakano,Minardi Ford,+4.722s,34
23,20,Esteban Tuero,Minardi Ford,+5.555s,13
20,21,Ricardo Rosset,Tyrrell Ford,+6.832s,28
12,22,Jarno Trulli,Prost Peugeot,+18.255s,6
