,Position,Driver,Car,Time / Gap,Laps
8,1,Mika Hakkinen,McLaren Mercedes,1:27.617,27
7,2,David Coulthard,McLaren Mercedes,+0.323s,20
3,3,Michael Schumacher,Ferrari,+0.471s,28
1,4,Jacques Villeneuve,Williams Mecachrome,+1.027s,33
10,5,Ralf Schumacher,Jordan Mugen Honda,+1.274s,25
5,6,Giancarlo Fisichella,Benetton Playlife,+1.346s,46
4,7,Eddie Irvine,Ferrari,+1.411s,35
11,8,Olivier Panis,Prost Peugeot,+1.558s,35
9,9,Damon Hill,Jordan Mugen Honda,+1.629s,37
2,10,Heinz-Harald Frentzen,Williams Mecachrome,+1.853s,26
14,11,Jean Alesi,Sauber Petronas,+1.899s,30
17,12,Mika Salo,Arrows,+2.211s,28
6,13,Alexander Wurz,Benetton Playlife,+2.247s,37
21,14,Toranosuke Takagi,Tyrrell Ford,+2.573s,39
15,15,Johnny Herbert,Sauber Petronas,+2.606s,33
16,16,Pedro Diniz,Arrows,+3.178s,20
12,17,Jarno Trulli,Prost Peugeot,+3.187s,32
18,18,Rubens Barrichello,Stewart Ford,+3.232s,22
23,19,Esteban Tuero,Minardi Ford,+4.337s,32
22,20,Shinji Nakano,Minardi Ford,+4.435s,34
19,21,Jan Magnussen,Stewart Ford,+4.579s,17
20,22,Ricardo Rosset,Tyrrell Ford,+4.937s,23
