,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:38.285,1:36.423,1:35.782,12
6,2,Nico Rosberg,Mercedes,1:38.496,1:36.747,1:35.824,12
5,3,Sebastian Vettel,Ferrari,1:37.502,1:36.957,1:36.687,17
19,4,Felipe Massa,Williams Mercedes,1:38.433,1:37.357,1:36.954,15
77,5,Valtteri Bottas,Williams Mercedes,1:38.014,1:37.763,1:37.143,15
7,6,Kimi Räikkönen,Ferrari,1:37.790,1:37.109,1:37.232,17
3,7,Daniel Ricciardo,Red Bull Racing Renault,1:38.534,1:37.939,1:37.540,18
8,8,Romain Grosjean,Lotus Mercedes,1:38.209,1:38.063,1:37.905,20
12,9,Felipe Nasr,Sauber Ferrari,1:38.521,1:38.017,1:38.067,16
9,10,Marcus Ericsson,Sauber Ferrari,1:38.941,1:38.127,1:38.158,15
13,11,Pastor Maldonado,Lotus Mercedes,1:38.563,1:38.134,,13
26,12,Daniil Kvyat,Red Bull Racing Renault,1:39.051,1:38.209,,13
33,13,Max Verstappen,STR Renault,1:38.387,1:38.393,,14
55,14,Carlos Sainz,STR Renault,1:38.622,1:38.538,,14
11,15,Sergio Perez,Force India Mercedes,1:38.903,1:39.290,,10
27,16,Nico Hulkenberg,Force India Mercedes,1:39.216,,,6
22,17,Jenson Button,McLaren Honda,1:39.276,,,6
14,18,Fernando Alonso,McLaren Honda,1:39.280,,,8
28,19,Will Stevens,Marussia Ferrari,1:42.091,,,6
98,20,Roberto Merhi,Marussia Ferrari,1:42.842,,,8
