,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,56,1:39:42.008,25
6,2,Nico Rosberg,Mercedes,56,+0.714s,18
5,3,Sebastian Vettel,Ferrari,56,+2.988s,15
7,4,Kimi Räikkönen,Ferrari,56,+3.835s,12
19,5,Felipe Massa,Williams Mercedes,56,+8.544s,10
77,6,Valtteri Bottas,Williams Mercedes,56,+9.885s,8
8,7,Romain Grosjean,Lotus Mercedes,56,+19.008s,6
12,8,Felipe Nasr,Sauber Ferrari,56,+22.625s,4
3,9,Daniel Ricciardo,Red Bull Racing Renault,56,+32.117s,2
9,10,Marcus Ericsson,Sauber Ferrari,55,+1 lap,1
11,11,Sergio Perez,Force India Mercedes,55,+1 lap,0
14,12,Fernando Alonso,McLaren Honda,55,+1 lap,0
55,13,Carlos Sainz,STR Renault,55,+1 lap,0
22,14,Jenson Button,McLaren Honda,55,+1 lap,0
28,15,Will Stevens,Marussia Ferrari,54,+2 laps,0
98,16,Roberto Merhi,Marussia Ferrari,54,+2 laps,0
33,17,Max Verstappen,STR Renault,52,DNF,0
13,NC,Pastor Maldonado,Lotus Mercedes,49,DNF,0
26,NC,Daniil Kvyat,Red Bull Racing Renault,15,DNF,0
27,NC,Nico Hulkenberg,Force India Mercedes,9,DNF,0
