,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,31,1:42.208,191.996,14:57:43
6,2,Nico Rosberg,Mercedes,39,1:42.565,191.328,15:11:55
55,3,Carlos Sainz,STR Renault,41,1:42.652,191.166,15:17:49
19,4,Felipe Massa,Williams Mercedes,37,1:42.734,191.013,15:09:07
5,5,Sebastian Vettel,Ferrari,15,1:43.018,190.487,14:30:10
7,6,Kimi Räikkönen,Ferrari,48,1:43.026,190.472,15:27:38
77,7,Valtteri Bottas,Williams Mercedes,37,1:43.051,190.426,15:09:16
8,8,Romain Grosjean,Lotus Mercedes,34,1:43.134,190.272,15:04:17
3,9,Daniel Ricciardo,Red Bull Racing Renault,46,1:43.245,190.068,15:25:27
11,10,Sergio Perez,Force India Mercedes,44,1:43.512,189.578,15:22:17
13,11,Pastor Maldonado,Lotus Mercedes,37,1:43.686,189.259,15:09:59
12,12,Felipe Nasr,Sauber Ferrari,46,1:43.692,189.248,15:25:19
14,13,Fernando Alonso,McLaren Honda,40,1:43.728,189.183,15:15:31
33,14,Max Verstappen,STR Renault,46,1:43.880,188.906,15:25:16
9,15,Marcus Ericsson,Sauber Ferrari,32,1:44.204,188.319,15:01:03
22,16,Jenson Button,McLaren Honda,21,1:44.991,186.907,14:41:30
28,17,Will Stevens,Marussia Ferrari,40,1:45.414,186.157,15:17:23
27,18,Nico Hulkenberg,Force India Mercedes,6,1:45.844,185.401,14:14:23
98,19,Roberto Merhi,Marussia Ferrari,43,1:45.963,185.192,15:22:59
26,20,Daniil Kvyat,Red Bull Racing Renault,13,1:46.291,184.621,14:26:57
