,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:39.033,21
6,2,Nico Rosberg,Mercedes,+0.541s,21
5,3,Sebastian Vettel,Ferrari,+1.124s,18
7,4,Kimi Räikkönen,Ferrari,+1.628s,27
12,5,Felipe Nasr,Sauber Ferrari,+1.979s,18
3,6,Daniel Ricciardo,Red Bull Racing Renault,+1.996s,21
26,7,Daniil Kvyat,Red Bull Racing Renault,+2.064s,24
55,8,Carlos Sainz,STR Renault,+2.079s,23
77,9,Valtteri Bottas,Williams Mercedes,+2.270s,23
19,10,Felipe Massa,Williams Mercedes,+2.271s,17
13,11,Pastor Maldonado,Lotus Mercedes,+2.302s,23
33,12,Max Verstappen,STR Renault,+2.542s,28
22,13,Jenson Button,McLaren Honda,+2.812s,19
9,14,Marcus Ericsson,Sauber Ferrari,+2.885s,24
30,15,Jolyon Palmer,Lotus Mercedes,+2.934s,25
11,16,Sergio Perez,Force India Mercedes,+3.108s,22
14,17,Fernando Alonso,McLaren Honda,+3.128s,20
27,18,Nico Hulkenberg,Force India Mercedes,+3.151s,19
28,19,Will Stevens,Marussia Ferrari,+6.346s,18
98,20,Roberto Merhi,Marussia Ferrari,+7.410s,20
