,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:35.782
6,2,Nico Rosberg,Mercedes,1:35.824
5,3,Sebastian Vettel,Ferrari,1:36.687
19,4,Felipe Massa,Williams Mercedes,1:36.954
77,5,Valtteri Bottas,Williams Mercedes,1:37.143
7,6,Kimi Räikkönen,Ferrari,1:37.232
3,7,Daniel Ricciardo,Red Bull Racing Renault,1:37.540
8,8,Romain Grosjean,Lotus Mercedes,1:37.905
12,9,Felipe Nasr,Sauber Ferrari,1:38.067
9,10,Marcus Ericsson,Sauber Ferrari,1:38.158
13,11,Pastor Maldonado,Lotus Mercedes,1:38.134
26,12,Daniil Kvyat,Red Bull Racing Renault,1:38.209
33,13,Max Verstappen,STR Renault,1:38.393
55,14,Carlos Sainz,STR Renault,1:38.538
11,15,Sergio Perez,Force India Mercedes,1:39.290
27,16,Nico Hulkenberg,Force India Mercedes,1:39.216
22,17,Jenson Button,McLaren Honda,1:39.276
14,18,Fernando Alonso,McLaren Honda,1:39.280
28,19,Will Stevens,Marussia Ferrari,1:42.091
98,20,Roberto Merhi,Marussia Ferrari,1:42.842
