,Position,Driver,Car,Time
1,1,Kimi Räikkönen,Ferrari,1:21.813
5,2,Fernando Alonso,Renault,1:21.904
2,3,Felipe Massa,Ferrari,1:22.058
4,4,Robert Kubica,Sauber BMW,1:22.065
22,5,Lewis Hamilton,McLaren Mercedes,1:22.096
23,6,Heikki Kovalainen,McLaren Mercedes,1:22.231
10,7,Mark Webber,Red Bull Renault,1:22.429
11,8,Jarno Trulli,Toyota,1:22.529
3,9,Nick Heidfeld,Sauber BMW,1:22.542
6,10,Nelson Piquet,Renault,1:22.699
17,11,Rubens Barrichello,Honda,1:21.049
8,12,Kazuki Nakajima,Williams Toyota,1:21.117
16,13,Jenson Button,Honda,1:21.211
12,14,Timo Glock,Toyota,1:21.230
7,15,Nico Rosberg,Williams Toyota,1:21.349
14,16,Sebastien Bourdais,STR Ferrari,1:21.724
9,17,David Coulthard,Red Bull Renault,1:21.810
15,18,Sebastian Vettel,STR Ferrari,1:22.108
21,19,Giancarlo Fisichella,Force India Ferrari,1:22.516
20,20,Adrian Sutil,Force India Ferrari,1:23.224
19,21,Anthony Davidson,Super Aguri Honda,1:23.318
18,22,Takuma Sato,Super Aguri Honda,1:23.496
