,Position,Driver,Car,Time
16,1,Rubens Barrichello,Stewart Ford,1:38.441
11,2,Jean Alesi,Sauber Petronas,1:38.881
18,3,Olivier Panis,Prost Peugeot,1:40.400
2,4,David Coulthard,McLaren Mercedes,1:40.403
8,5,Heinz-Harald Frentzen,Jordan Mugen Honda,1:40.690
3,6,Michael Schumacher,Ferrari,1:41.127
9,7,Giancarlo Fisichella,Benetton Playlife,1:41.825
19,8,Jarno Trulli,Prost Peugeot,1:42.096
17,9,Johnny Herbert,Stewart Ford,1:42.199
23,10,Ricardo Zonta,BAR Supertec,1:42.228
12,11,Pedro Diniz,Sauber Petronas,1:42.942
22,12,Jacques Villeneuve,BAR Supertec,1:43.748
10,13,Alexander Wurz,Benetton Playlife,1:44.319
1,14,Mika Hakkinen,McLaren Mercedes,1:44.368
5,15,Alessandro Zanardi,Williams Supertec,1:44.912
6,16,Ralf Schumacher,Williams Supertec,1:45.189
4,17,Eddie Irvine,Ferrari,1:45.218
7,18,Damon Hill,Jordan Mugen Honda,1:45.334
14,19,Pedro de la Rosa,Arrows,1:48.215
15,20,Toranosuke Takagi,Arrows,1:48.322
20,21,Luca Badoer,Minardi Ford,1:46.784
21,22,Marc Gene,Minardi Ford,1:46.324
