,Position,Driver,Car,Laps,Time,Points
8,1,Heinz-Harald Frentzen,Jordan Mugen Honda,72,1:58:24.343,10
1,2,Mika Hakkinen,McLaren Mercedes,72,+11.092s,6
16,3,Rubens Barrichello,Stewart Ford,72,+43.432s,4
6,4,Ralf Schumacher,Williams Supertec,72,+45.475s,3
3,5,Michael Schumacher,Ferrari,72,+47.881s,2
4,6,Eddie Irvine,Ferrari,72,+48.901s,1
19,7,Jarno Trulli,Prost Peugeot,72,+57.771s,0
18,8,Olivier Panis,Prost Peugeot,72,+58.531s,0
23,9,Ricardo Zonta,BAR Supertec,72,+88.764s,0
20,10,Luca Badoer,Minardi Ford,71,+1 lap,0
14,11,Pedro de la Rosa,Arrows,71,+1 lap,0
9,NC,Giancarlo Fisichella,Benetton Playlife,42,DNF,0
7,NC,Damon Hill,Jordan Mugen Honda,31,DNF,0
5,NC,Alessandro Zanardi,Williams Supertec,26,DNF,0
22,NC,Jacques Villeneuve,BAR Supertec,25,DNF,0
10,NC,Alexander Wurz,Benetton Playlife,25,DNF,0
21,NC,Marc Gene,Minardi Ford,25,DNF,0
11,NC,Jean Alesi,Sauber Petronas,24,DNF,0
2,NC,David Coulthard,McLaren Mercedes,9,DNF,0
12,NC,Pedro Diniz,Sauber Petronas,6,DNF,0
17,NC,Johnny Herbert,Stewart Ford,4,DNF,0
