,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,RBR Renault,1:30.841,1:30.480,1:29.615,18
6,2,Mark Webber,RBR Renault,1:30.858,1:30.114,1:29.758,18
8,3,Fernando Alonso,Ferrari,1:30.997,1:30.700,1:30.426,23
2,4,Lewis Hamilton,McLaren Mercedes,1:31.297,1:31.118,1:30.556,17
4,5,Nico Rosberg,Mercedes,1:31.626,1:31.085,1:30.625,23
11,6,Robert Kubica,Renault,1:31.680,1:31.344,1:31.040,22
7,7,Felipe Massa,Ferrari,1:31.313,1:31.010,1:31.172,26
9,8,Rubens Barrichello,Williams Cosworth,1:31.424,1:31.126,1:31.175,20
22,9,Pedro de la Rosa,Sauber Ferrari,1:31.533,1:31.327,1:31.274,16
3,10,Michael Schumacher,Mercedes,1:32.058,1:31.022,1:31.430,20
14,11,Adrian Sutil,Force India Mercedes,1:31.109,1:31.399,,15
23,12,Kamui Kobayashi,Sauber Ferrari,1:31.851,1:31.421,,14
10,13,Nico Hulkenberg,Williams Cosworth,1:32.144,1:31.635,,17
1,14,Jenson Button,McLaren Mercedes,1:31.435,1:31.699,,17
15,15,Vitantonio Liuzzi,Force India Mercedes,1:32.226,1:31.708,,14
12,16,Vitaly Petrov,Renault,1:31.638,1:31.796,,14
16,17,Sebastien Buemi,STR Ferrari,1:31.901,1:32.012,,14
17,18,Jaime Alguersuari,STR Ferrari,1:32.430,,,7
19,19,Heikki Kovalainen,Lotus Cosworth,1:34.405,,,9
24,20,Timo Glock,Virgin Cosworth,1:34.775,,,10
18,21,Jarno Trulli,Lotus Cosworth,1:34.864,,,10
25,22,Lucas di Grassi,Virgin Cosworth,1:35.212,,,10
20,23,Karun Chandhok,HRT Cosworth,1:36.576,,,7
21,24,Sakon Yamamoto,HRT Cosworth,1:36.968,,,9
