,Position,Driver,Car,Time
5,1,Sebastian Vettel,RBR Renault,1:29.615
6,2,Mark Webber,RBR Renault,1:29.758
8,3,Fernando Alonso,Ferrari,1:30.426
2,4,Lewis Hamilton,McLaren Mercedes,1:30.556
4,5,Nico Rosberg,Mercedes,1:30.625
11,6,Robert Kubica,Renault,1:31.040
7,7,Felipe Massa,Ferrari,1:31.172
9,8,Rubens Barrichello,Williams Cosworth,1:31.175
22,9,Pedro de la Rosa,Sauber Ferrari,1:31.274
3,10,Michael Schumacher,Mercedes,1:31.430
14,11,Adrian Sutil,Force India Mercedes,1:31.399
23,12,Kamui Kobayashi,Sauber Ferrari,1:31.421
10,13,Nico Hulkenberg,Williams Cosworth,1:31.635
1,14,Jenson Button,McLaren Mercedes,1:31.699
12,15,Vitaly Petrov,Renault,1:31.796
16,16,Sebastien Buemi,STR Ferrari,1:32.012
17,17,Jaime Alguersuari,STR Ferrari,1:32.430
19,18,Heikki Kovalainen,Lotus Cosworth,1:34.405
24,19,Timo Glock,Virgin Cosworth,1:34.775
15,20,Vitantonio Liuzzi,Force India Mercedes,1:31.708
18,21,Jarno Trulli,Lotus Cosworth,1:34.864
25,22,Lucas di Grassi,Virgin Cosworth,1:35.212
20,23,Karun Chandhok,HRT Cosworth,1:36.576
21,24,Sakon Yamamoto,HRT Cosworth,1:36.968
