,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,66,1:35:29.972,25
77,2,Valtteri Bottas,Mercedes,66,+20.593s,18
33,3,Max Verstappen,Red Bull Racing TAG Heuer,66,+26.873s,15
5,4,Sebastian Vettel,Ferrari,66,+27.584s,12
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,66,+50.058s,10
20,6,Kevin Magnussen,Haas Ferrari,65,+1 lap,8
55,7,Carlos Sainz,Renault,65,+1 lap,6
14,8,Fernando Alonso,McLaren Renault,65,+1 lap,4
11,9,Sergio Perez,Force India Mercedes,64,+2 laps,2
16,10,Charles Leclerc,Sauber Ferrari,64,+2 laps,1
18,11,Lance Stroll,Williams Mercedes,64,+2 laps,0
28,12,Brendon Hartley,Scuderia Toro Rosso Honda,64,+2 laps,0
9,13,Marcus Ericsson,Sauber Ferrari,64,+2 laps,0
35,14,Sergey Sirotkin,Williams Mercedes,63,+3 laps,0
2,NC,Stoffel Vandoorne,McLaren Renault,45,DNF,0
31,NC,Esteban Ocon,Force India Mercedes,38,DNF,0
7,NC,Kimi Räikkönen,Ferrari,25,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,0,DNF,0
10,NC,Pierre Gasly,Scuderia Toro Rosso Honda,0,DNF,0
27,NC,Nico Hulkenberg,Renault,0,DNF,0
