,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:16.173
77,2,Valtteri Bottas,Mercedes,1:16.213
5,3,Sebastian Vettel,Ferrari,1:16.305
7,4,Kimi Räikkönen,Ferrari,1:16.612
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:16.816
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:16.818
20,7,Kevin Magnussen,Haas Ferrari,1:17.676
14,8,Fernando Alonso,McLaren Renault,1:17.721
55,9,Carlos Sainz,Renault,1:17.790
8,10,Romain Grosjean,Haas Ferrari,1:17.835
2,11,Stoffel Vandoorne,McLaren Renault,1:18.323
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,1:18.463
31,13,Esteban Ocon,Force India Mercedes,1:18.696
16,14,Charles Leclerc,Sauber Ferrari,1:18.910
11,15,Sergio Perez,Force India Mercedes,1:19.098
27,16,Nico Hulkenberg,Renault,1:18.923
9,17,Marcus Ericsson,Sauber Ferrari,1:19.493
18,18,Lance Stroll,Williams Mercedes,1:20.225
35,19,Sergey Sirotkin,Williams Mercedes,1:19.695
28,20,Brendon Hartley,Scuderia Toro Rosso Honda,
