,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,61,1:18.441,213.638,16:42:50
5,2,Sebastian Vettel,Ferrari,61,1:19.128,211.783,16:42:30
44,3,Lewis Hamilton,Mercedes,64,1:19.133,211.770,16:46:01
33,4,Max Verstappen,Red Bull Racing TAG Heuer,62,1:19.422,210.999,16:43:47
77,5,Valtteri Bottas,Mercedes,56,1:19.478,210.850,16:35:39
20,6,Kevin Magnussen,Haas Ferrari,64,1:20.246,208.832,16:47:36
14,7,Fernando Alonso,McLaren Renault,64,1:20.727,207.588,16:48:17
11,8,Sergio Perez,Force India Mercedes,43,1:21.128,206.562,16:19:53
55,9,Carlos Sainz,Renault,61,1:21.324,206.064,16:44:07
28,10,Brendon Hartley,Scuderia Toro Rosso Honda,63,1:21.439,205.773,16:47:34
7,11,Kimi Räikkönen,Ferrari,23,1:21.531,205.541,15:49:45
18,12,Lance Stroll,Williams Mercedes,60,1:22.095,204.129,16:43:19
31,13,Esteban Ocon,Force India Mercedes,36,1:22.117,204.074,16:09:13
16,14,Charles Leclerc,Sauber Ferrari,51,1:22.122,204.062,16:30:42
9,15,Marcus Ericsson,Sauber Ferrari,50,1:22.487,203.159,16:29:38
2,16,Stoffel Vandoorne,McLaren Renault,38,1:22.594,202.896,16:11:52
35,17,Sergey Sirotkin,Williams Mercedes,57,1:22.680,202.685,16:40:22
