,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:17.633,1:17.166,1:16.173,17
77,2,Valtteri Bottas,Mercedes,1:17.674,1:17.111,1:16.213,14
5,3,Sebastian Vettel,Ferrari,1:17.031,1:16.802,1:16.305,16
7,4,Kimi Räikkönen,Ferrari,1:17.483,1:17.071,1:16.612,15
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:17.411,1:17.266,1:16.816,15
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:17.623,1:17.638,1:16.818,19
20,7,Kevin Magnussen,Haas Ferrari,1:18.169,1:17.618,1:17.676,27
14,8,Fernando Alonso,McLaren Renault,1:18.276,1:18.100,1:17.721,21
55,9,Carlos Sainz,Renault,1:18.480,1:17.803,1:17.790,19
8,10,Romain Grosjean,Haas Ferrari,1:18.305,1:17.699,1:17.835,26
2,11,Stoffel Vandoorne,McLaren Renault,1:18.885,1:18.323,,18
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,1:18.550,1:18.463,,16
31,13,Esteban Ocon,Force India Mercedes,1:18.813,1:18.696,,18
16,14,Charles Leclerc,Sauber Ferrari,1:18.661,1:18.910,,15
11,15,Sergio Perez,Force India Mercedes,1:18.740,1:19.098,,18
27,16,Nico Hulkenberg,Renault,1:18.923,,,6
9,17,Marcus Ericsson,Sauber Ferrari,1:19.493,,,9
35,18,Sergey Sirotkin,Williams Mercedes,1:19.695,,,10
18,19,Lance Stroll,Williams Mercedes,1:20.225,,,9
