,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:21.707,6
2,2,Mark Webber,Red Bull Racing Renault,+0.084s,17
7,3,Michael Schumacher,Mercedes,+1.350s,16
3,4,Lewis Hamilton,McLaren Mercedes,+1.361s,13
4,5,Jenson Button,McLaren Mercedes,+1.507s,14
8,6,Nico Rosberg,Mercedes,+1.690s,18
16,7,Kamui Kobayashi,Sauber Ferrari,+1.962s,17
10,8,Vitaly Petrov,Renault,+2.336s,18
5,9,Fernando Alonso,Ferrari,+2.563s,11
11,10,Rubens Barrichello,Williams Cosworth,+2.611s,18
6,11,Felipe Massa,Ferrari,+2.615s,17
17,12,Sergio Perez,Sauber Ferrari,+2.622s,19
12,13,Pastor Maldonado,Williams Cosworth,+2.692s,17
18,14,Sebastien Buemi,STR Ferrari,+2.828s,16
14,15,Adrian Sutil,Force India Mercedes,+2.988s,18
19,16,Jaime Alguersuari,STR Ferrari,+3.015s,14
15,17,Paul di Resta,Force India Mercedes,+3.516s,19
20,18,Heikki Kovalainen,Lotus Renault,+4.529s,11
21,19,Jarno Trulli,Lotus Renault,+5.293s,20
24,20,Timo Glock,Virgin Cosworth,+5.999s,20
23,21,Vitantonio Liuzzi,HRT Cosworth,+6.623s,17
25,22,Jerome d'Ambrosio,Virgin Cosworth,+7.350s,18
9,23,Nick Heidfeld,Renault,+7.493s,6
22,24,Narain Karthikeyan,HRT Cosworth,+7.855s,16
