,Position,Driver,Car,Time
2,1,Mark Webber,Red Bull Racing Renault,1:20.981
1,2,Sebastian Vettel,Red Bull Racing Renault,1:21.181
3,3,Lewis Hamilton,McLaren Mercedes,1:21.961
5,4,Fernando Alonso,Ferrari,1:21.964
4,5,Jenson Button,McLaren Mercedes,1:21.996
10,6,Vitaly Petrov,Renault,1:22.471
8,7,Nico Rosberg,Mercedes,1:22.599
6,8,Felipe Massa,Ferrari,1:22.888
12,9,Pastor Maldonado,Williams Cosworth,1:22.952
7,10,Michael Schumacher,Mercedes,
18,11,Sebastien Buemi,STR Ferrari,1:23.231
17,12,Sergio Perez,Sauber Ferrari,1:23.367
19,13,Jaime Alguersuari,STR Ferrari,1:23.694
16,14,Kamui Kobayashi,Sauber Ferrari,1:23.702
20,15,Heikki Kovalainen,Lotus Renault,1:25.403
15,16,Paul di Resta,Force India Mercedes,1:26.126
14,17,Adrian Sutil,Force India Mercedes,1:26.571
21,18,Jarno Trulli,Lotus Renault,1:26.521
11,19,Rubens Barrichello,Williams Cosworth,1:26.910
24,20,Timo Glock,Virgin Cosworth,1:27.315
23,21,Vitantonio Liuzzi,HRT Cosworth,1:27.809
22,22,Narain Karthikeyan,HRT Cosworth,1:27.908
25,23,Jerome d'Ambrosio,Virgin Cosworth,1:28.556
9,24,Nick Heidfeld,Renault,
