,Position,Driver,Car,Q1,Q2,Q3,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:23.619,1:21.773,1:20.981,12
1,2,Sebastian Vettel,Red Bull Racing Renault,1:24.142,1:21.540,1:21.181,13
3,3,Lewis Hamilton,McLaren Mercedes,1:24.370,1:22.148,1:21.961,12
5,4,Fernando Alonso,Ferrari,1:23.485,1:22.813,1:21.964,15
4,5,Jenson Button,McLaren Mercedes,1:24.428,1:22.050,1:21.996,12
10,6,Vitaly Petrov,Renault,1:23.069,1:22.948,1:22.471,14
8,7,Nico Rosberg,Mercedes,1:23.507,1:22.569,1:22.599,14
6,8,Felipe Massa,Ferrari,1:23.506,1:23.026,1:22.888,15
12,9,Pastor Maldonado,Williams Cosworth,1:23.406,1:22.854,1:22.952,14
7,10,Michael Schumacher,Mercedes,1:22.960,1:22.671,DNS,12
18,11,Sebastien Buemi,STR Ferrari,1:23.962,1:23.231,,6
17,12,Sergio Perez,Sauber Ferrari,1:24.209,1:23.367,,9
19,13,Jaime Alguersuari,STR Ferrari,1:24.049,1:23.694,,9
16,14,Kamui Kobayashi,Sauber Ferrari,1:23.656,1:23.702,,8
20,15,Heikki Kovalainen,Lotus Renault,1:25.874,1:25.403,,6
15,16,Paul di Resta,Force India Mercedes,1:24.332,1:26.126,,13
14,17,Adrian Sutil,Force India Mercedes,1:24.648,1:26.571,,13
21,18,Jarno Trulli,Lotus Renault,1:26.521,,,4
11,19,Rubens Barrichello,Williams Cosworth,1:26.910,,,5
24,20,Timo Glock,Virgin Cosworth,1:27.315,,,8
23,21,Vitantonio Liuzzi,HRT Cosworth,1:27.809,,,9
22,22,Narain Karthikeyan,HRT Cosworth,1:27.908,,,9
25,23,Jerome d'Ambrosio,Virgin Cosworth,1:28.556,,,5
