,Position,Driver,Car,Laps,Time,Points
12,1,Jackie Stewart,BRM,100,2:33:10.500,9
16,2,Lorenzo Bandini,Ferrari,100,+40.200s,6
11,3,Graham Hill,BRM,99,+1 lap,4
19,4,Bob Bondurant,BRM,95,+5 laps,3
9,NC,Richie Ginther,Cooper Maserati,80,DNF,0
21,NC,Guy  Ligier ,Cooper Maserati,75,+25 laps,0
18,NC,Jo Bonnier,Cooper Maserati,73,+27 laps,0
4,NC,Jim Clark,Lotus Climax,60,DNF,0
10,NC,Jochen Rindt,Cooper Maserati,56,DNF,0
14,NC,Jo Siffert,Brabham BRM,35,DNF,0
6,NC,Mike Spence,Lotus BRM,34,DNF,0
7,NC,Jack Brabham,Brabham Repco,17,DNF,0
17,NC,John Surtees,Ferrari,16,DNF,0
8,NC,Denny Hulme,Brabham Climax,15,DNF,0
2,NC,Bruce McLaren,McLaren Ford,9,DNF,0
15,NC,Bob Anderson,Brabham Climax,3,DNF,0
