,Position,Driver,Car,Time / Gap,Laps
27,1,Jean Alesi,Ferrari,1:27.013,22
28,2,Gerhard Berger,Ferrari,+0.048s,20
5,3,Michael Schumacher,Benetton Ford,+0.458s,22
0,4,Damon Hill,Williams Renault,+0.805s,20
7,5,Mika Hakkinen,McLaren Peugeot,+0.977s,20
8,6,Martin Brundle,McLaren Peugeot,+1.548s,19
10,7,Gianni Morbidelli,Footwork Ford,+1.815s,18
30,8,Heinz-Harald Frentzen,Sauber Mercedes,+1.883s,19
2,9,David Coulthard,Williams Renault,+2.208s,22
14,10,Rubens Barrichello,Jordan Hart,+2.360s,21
26,11,Olivier Panis,Ligier Renault,+2.733s,21
9,12,Christian Fittipaldi,Footwork Ford,+2.808s,19
3,13,Ukyo Katayama,Tyrrell Yamaha,+2.840s,15
23,14,Pierluigi Martini,Minardi Ford,+3.260s,22
6,15,Jyrki Jarvilehto,Benetton Ford,+3.338s,19
24,16,Michele Alboreto,Minardi Ford,+3.531s,18
25,17,Eric Bernard,Ligier Renault,+3.555s,19
4,18,Mark Blundell,Tyrrell Yamaha,+3.582s,13
20,19,Erik Comas,Larrousse Ford,+3.600s,16
29,20,Andrea de Cesaris,Sauber Mercedes,+4.327s,21
15,21,Eddie Irvine,Jordan Hart,+4.392s,7
12,22,Johnny Herbert,Lotus Mugen Honda,+5.420s,4
31,23,David Brabham,Simtek Ford,+6.514s,10
11,24,Alessandro Zanardi,Lotus Mugen Honda,+6.910s,10
19,25,Olivier Beretta,Larrousse Ford,+7.075s,8
33,26,Paul Belmondo,Pacific Ilmor,+7.404s,19
34,27,Bertrand Gachot,Pacific Ilmor,+7.568s,16
