,Position,Driver,Car,Laps,Time,Points
16,1,Jack Brabham,Cooper Climax,50,1:57:24.900,8
44,2,Olivier  Gendebien,Cooper Climax,50,+48.300s,6
18,3,Bruce McLaren,Cooper Climax,50,+51.900s,4
46,4,Henry Taylor,Cooper Climax,49,+1 lap,3
24,5,Jim Clark,Lotus Climax,49,+1 lap,2
22,6,Ron Flockhart,Lotus Climax,49,+1 lap,1
20,7,Innes Ireland,Lotus Climax,43,+7 laps,0
48,8,Bruce  Halford ,Cooper Climax,40,DNF,0
40,9,Masten Gregory,Cooper Maserati,37,+13 laps,0
42,10,Ian Burgess ,Cooper Maserati,36,+14 laps,0
4,11,Wolfgang von Trips,Ferrari,31,DNF,0
2,12,Phil Hill,Ferrari,29,DNF,0
8,NC,Jo Bonnier,BRM,22,DNF,0
36,NC,Lucien Bianchi,Cooper Climax,18,DNF,0
10,NC,Dan Gurney,BRM,17,DNF,0
30,NC,Gino  Munaron ,Cooper Castellotti,15,DNF,0
6,NC,Willy Mairesse,Ferrari,14,DNF,0
14,NC,Tony Brooks,Vanwall,7,DNF,0
38,NC,Maurice  Trintignant,Cooper Maserati,0,DNF,0
12,NC,Graham Hill,BRM,0,DNF,0
