,Position,Driver,Car,Laps,Time,Points
5,1,Emerson Fittipaldi,McLaren Ford,32,1:24:37.060,9
11,2,Clay Regazzoni,Ferrari,32,+13.570s,6
2,3,Jacky Ickx,Lotus Ford,31,+1 lap,4
18,4,Carlos Pace,Surtees Ford,31,+1 lap,3
33,5,Mike Hailwood,McLaren Ford,31,+1 lap,2
1,6,Ronnie Peterson,Lotus Ford,31,+1 lap,1
7,7,Carlos Reutemann,Brabham Ford,31,+1 lap,0
4,8,Patrick Depailler,Tyrrell Ford,31,+1 lap,0
24,9,James Hunt,March Ford,31,+1 lap,0
14,10,Jean-Pierre Beltoise,BRM,31,+1 lap,0
26,11,Graham Hill,Lola Ford,31,+1 lap,0
6,12,Denny Hulme,McLaren Ford,31,+1 lap,0
3,13,Jody Scheckter,Tyrrell Ford,31,+1 lap,0
15,14,Henri Pescarolo,BRM,30,+2 laps,0
8,15,Richard   Robarts,Brabham Ford,30,+2 laps,0
37,16,Francois  Migault,BRM,30,+2 laps,0
19,17,Jochen Mass,Surtees Ford,30,+2 laps,0
28,NC,John Watson,Brabham Ford,27,DNF,0
9,NC,Hans-Joachim Stuck,March Ford,24,DNF,0
17,NC,Jean-Pierre Jarier,Shadow Ford,22,DNF,0
20,NC,Arturo Merzario,Iso Marlboro Ford,20,DNF,0
16,NC,Peter   Revson,Shadow Ford,11,DNF,0
10,NC,Howden  Ganley ,March Ford,9,DNF,0
27,NC,Guy Edwards,Lola Ford,3,DNF,0
12,NC,Niki Lauda,Ferrari,3,DNF,0
