,Position,Driver,Car,Q1,Q2,Q3,Laps
16,1,Charles Leclerc,Ferrari,1:31.471,1:30.932,1:30.558,15
1,2,Max Verstappen,Red Bull Racing RBPT,1:31.785,1:30.757,1:30.681,14
55,3,Carlos Sainz,Ferrari,1:31.567,1:30.787,1:30.687,15
11,4,Sergio Perez,Red Bull Racing RBPT,1:32.311,1:31.008,1:30.921,18
44,5,Lewis Hamilton,Mercedes,1:32.285,1:31.048,1:31.238,17
77,6,Valtteri Bottas,Alfa Romeo Ferrari,1:31.919,1:31.717,1:31.560,15
20,7,Kevin Magnussen,Haas Ferrari,1:31.955,1:31.461,1:31.808,12
14,8,Fernando Alonso,Alpine Renault,1:32.346,1:31.621,1:32.195,14
63,9,George Russell,Mercedes,1:32.269,1:31.252,1:32.216,17
10,10,Pierre Gasly,AlphaTauri RBPT,1:32.096,1:31.635,1:32.338,21
31,11,Esteban Ocon,Alpine Renault,1:32.041,1:31.782,,12
47,12,Mick Schumacher,Haas Ferrari,1:32.380,1:31.998,,11
4,13,Lando Norris,McLaren Mercedes,1:32.239,1:32.008,,14
23,14,Alexander Albon,Williams Mercedes,1:32.726,1:32.664,,13
24,15,Guanyu Zhou,Alfa Romeo Ferrari,1:32.493,1:33.543,,12
22,16,Yuki Tsunoda,AlphaTauri RBPT,1:32.750,,,8
27,17,Nico Hulkenberg,Aston Martin Aramco Mercedes,1:32.777,,,6
3,18,Daniel Ricciardo,McLaren Mercedes,1:32.945,,,8
18,19,Lance Stroll,Aston Martin Aramco Mercedes,1:33.032,,,6
6,20,Nicholas Latifi,Williams Mercedes,1:33.634,,,8
