,Position,Driver,Car,Time / Gap,Laps
1,1,Kimi Räikkönen,Ferrari,1:27.543,30
22,2,Lewis Hamilton,McLaren Mercedes,+0.036s,31
2,3,Felipe Massa,Ferrari,+0.139s,29
9,4,David Coulthard,Red Bull Renault,+0.220s,24
23,5,Heikki Kovalainen,McLaren Mercedes,+0.411s,27
4,6,Robert Kubica,Sauber BMW,+0.888s,29
11,7,Jarno Trulli,Toyota,+1.076s,29
8,8,Kazuki Nakajima,Williams Toyota,+1.121s,27
5,9,Fernando Alonso,Renault,+1.138s,26
3,10,Nick Heidfeld,Sauber BMW,+1.274s,31
16,11,Jenson Button,Honda,+1.283s,28
12,12,Timo Glock,Toyota,+1.306s,26
7,13,Nico Rosberg,Williams Toyota,+1.364s,29
21,14,Giancarlo Fisichella,Force India Ferrari,+1.465s,35
17,15,Rubens Barrichello,Honda,+1.481s,22
6,16,Nelson Piquet,Renault,+1.669s,26
15,17,Sebastian Vettel,STR Ferrari,+1.919s,30
14,18,Sebastien Bourdais,STR Ferrari,+2.087s,32
10,19,Mark Webber,Red Bull Renault,+2.090s,4
20,20,Adrian Sutil,Force India Ferrari,+3.289s,9
