,Position,Driver,Car,Time / Gap,Laps
2,1,Felipe Massa,Ferrari,1:27.323,16
23,2,Heikki Kovalainen,McLaren Mercedes,+0.133s,17
22,3,Lewis Hamilton,McLaren Mercedes,+0.429s,15
5,4,Fernando Alonso,Renault,+0.961s,16
16,5,Jenson Button,Honda,+1.596s,12
8,6,Kazuki Nakajima,Williams Toyota,+1.679s,19
3,7,Nick Heidfeld,Sauber BMW,+1.701s,21
17,8,Rubens Barrichello,Honda,+1.745s,11
6,9,Nelson Piquet,Renault,+1.759s,23
12,10,Timo Glock,Toyota,+1.780s,19
11,11,Jarno Trulli,Toyota,+2.006s,24
4,12,Robert Kubica,Sauber BMW,+2.007s,7
7,13,Nico Rosberg,Williams Toyota,+2.044s,20
20,14,Adrian Sutil,Force India Ferrari,+2.433s,23
21,15,Giancarlo Fisichella,Force India Ferrari,+2.488s,23
10,16,Mark Webber,Red Bull Renault,+2.765s,21
9,17,David Coulthard,Red Bull Renault,+3.017s,13
14,18,Sebastien Bourdais,STR Ferrari,+3.065s,19
15,19,Sebastian Vettel,STR Ferrari,+3.103s,21
1,20,Kimi Räikkönen,Ferrari,+3.409s,3
