,Position,Driver,Car,Time
11,1,Niki Lauda,Ferrari,1:39.320
1,2,James Hunt,McLaren Ford,1:39.450
5,3,Mario Andretti,Lotus Ford,1:39.740
8,4,Hans-Joachim Stuck,Brabham Alfa Romeo,1:39.970
12,5,Carlos Reutemann,Ferrari,1:40.120
26,6,Jacques Laffite,Ligier Matra,1:40.220
23,7,Patrick Tambay,Ensign Ford,1:40.290
20,8,Jody Scheckter,Wolf Ford,1:40.400
2,9,Jochen Mass,McLaren Ford,1:40.440
4,10,Patrick Depailler,Tyrrell Ford,1:40.620
22,11,Clay Regazzoni,Ensign Ford,1:40.740
7,12,John Watson,Brabham Alfa Romeo,1:40.920
19,13,Vittorio Brambilla,Surtees Ford,1:40.930
17,14,Alan  Jones,Shadow Ford,1:41.000
3,15,Ronnie Peterson,Tyrrell Ford,1:41.130
6,16,Gunnar Nilsson,Lotus Ford,1:41.240
30,17,Brett Lunger,McLaren Ford,1:41.400
34,18,Jean-Pierre Jarier,Penske Ford,1:41.700
18,25,Vern Schuppan,Surtees Ford,1:42.310
24,20,Rupert Keegan,Hesketh Ford,1:41.920
16,21,Arturo Merzario,Shadow Ford,1:41.920
27,22,Patrick Neve,,1:41.960
28,23,Emerson Fittipaldi,Fittipaldi Ford,1:42.150
10,24,Ian Scheckter,March Ford,1:42.220
36,26,Emilio de Villota,McLaren Ford,1:42.380
