,Position,Driver,Car,Laps,Time,Points
17,1,Alan  Jones,Shadow Ford,54,1:37:16.490,9
11,2,Niki Lauda,Ferrari,54,+20.130s,6
8,3,Hans-Joachim Stuck,Brabham Alfa Romeo,54,+34.500s,4
12,4,Carlos Reutemann,Ferrari,54,+34.750s,3
3,5,Ronnie Peterson,Tyrrell Ford,54,+62.090s,2
2,6,Jochen Mass,McLaren Ford,53,+1 lap,1
24,7,Rupert Keegan,Hesketh Ford,53,+1 lap,0
7,8,John Watson,Brabham Alfa Romeo,53,+1 lap,0
27,9,Patrick Neve,,53,+1 lap,0
30,10,Brett Lunger,McLaren Ford,53,+1 lap,0
28,11,Emerson Fittipaldi,Fittipaldi Ford,53,+1 lap,0
33,12,Hans Binder,Penske Ford,53,+1 lap,0
4,13,Patrick Depailler,Tyrrell Ford,53,+1 lap,0
34,14,Jean-Pierre Jarier,Penske Ford,52,+2 laps,0
19,15,Vittorio Brambilla,Surtees Ford,52,+2 laps,0
18,16,Vern Schuppan,Surtees Ford,52,+2 laps,0
36,17,Emilio de Villota,McLaren Ford,50,DNF,0
20,NC,Jody Scheckter,Wolf Ford,45,DNF,0
1,NC,James Hunt,McLaren Ford,43,DNF,0
23,NC,Patrick Tambay,Ensign Ford,41,DNF,0
6,NC,Gunnar Nilsson,Lotus Ford,38,DNF,0
16,NC,Arturo Merzario,Shadow Ford,29,DNF,0
26,NC,Jacques Laffite,Ligier Matra,21,DNF,0
5,NC,Mario Andretti,Lotus Ford,11,DNF,0
10,NC,Ian Scheckter,March Ford,2,DNF,0
22,NC,Clay Regazzoni,Ensign Ford,0,DNF,0
