,Position,Driver,Car,Laps,Time,Points
5,1,Nigel Mansell,Williams Renault,69,1:31:53.587,10
6,2,Riccardo Patrese,Williams Renault,69,+12.971s,6
19,3,Michael Schumacher,Benetton Ford,69,+21.429s,4
2,4,Gerhard Berger,McLaren Honda,69,+33.347s,3
4,5,Andrea de Cesaris,Tyrrell Ilmor,68,+1 lap,2
11,6,Mika Hakkinen,Lotus Ford,68,+1 lap,1
12,7,Johnny Herbert,Lotus Ford,68,+1 lap,0
21,8,Jyrki Jarvilehto,Dallara Ferrari,68,+1 lap,0
26,9,Erik Comas,Ligier Renault,67,+2 laps,0
25,10,Thierry Boutsen,Ligier Renault,67,+2 laps,0
29,11,Bertrand Gachot,Venturi Lamborghini,66,+3 laps,0
30,12,Ukyo Katayama,Venturi Lamborghini,66,+3 laps,0
9,13,Michele Alboreto,Footwork Mugen Honda,65,+4 laps,0
20,NC,Martin Brundle,Benetton Ford,47,DNF,0
15,NC,Gabriele Tarquini,Fondmetal Ford,45,DNF,0
14,NC,Andrea Chiesa,Fondmetal Ford,37,DNF,0
22,NC,Pierluigi Martini,Dallara Ferrari,36,DNF,0
27,NC,Jean Alesi,Ferrari,31,DNF,0
24,NC,Gianni Morbidelli,Minardi Lamborghini,29,DNF,0
32,NC,Stefano Modena,Jordan Yamaha,17,DNF,0
3,NC,Olivier Grouillard,Tyrrell Ilmor,12,DNF,0
1,NC,Ayrton Senna,McLaren Honda,11,DNF,0
23,NC,Christian Fittipaldi,Minardi Lamborghini,2,DNF,0
