,Position,Driver,Car,Time / Gap,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:41.746,31
2,2,David Coulthard,McLaren Mercedes,+0.148s,19
3,3,Michael Schumacher,Ferrari,+0.469s,27
16,4,Rubens Barrichello,Stewart Ford,+0.783s,34
5,5,Alessandro Zanardi,Williams Supertec,+0.972s,36
18,6,Olivier Panis,Prost Peugeot,+1.179s,32
9,7,Giancarlo Fisichella,Benetton Playlife,+1.207s,27
22,8,Jacques Villeneuve,BAR Supertec,+1.301s,24
8,9,Heinz-Harald Frentzen,Jordan Mugen Honda,+1.489s,30
4,10,Eddie Irvine,Ferrari,+1.629s,33
6,11,Ralf Schumacher,Williams Supertec,+1.653s,27
10,12,Alexander Wurz,Benetton Playlife,+1.684s,33
11,13,Jean Alesi,Sauber Petronas,+1.739s,36
14,14,Pedro de la Rosa,Arrows,+1.853s,37
21,15,Marc Gene,Minardi Ford,+1.906s,39
7,16,Damon Hill,Jordan Mugen Honda,+1.974s,22
23,17,Ricardo Zonta,BAR Supertec,+2.030s,40
15,18,Toranosuke Takagi,Arrows,+2.058s,39
19,19,Jarno Trulli,Prost Peugeot,+2.170s,33
17,20,Johnny Herbert,Stewart Ford,+2.433s,29
12,21,Pedro Diniz,Sauber Petronas,+2.677s,32
20,22,Luca Badoer,Minardi Ford,+3.797s,36
