,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Michael Schumacher,Ferrari,31,1:41.319,208.355
1,2,Mika Hakkinen,McLaren Mercedes,31,1:41.577,207.826
2,3,David Coulthard,McLaren Mercedes,33,1:42.106,206.749
6,4,Ralf Schumacher,Williams Supertec,22,1:42.567,205.820
8,5,Heinz-Harald Frentzen,Jordan Mugen Honda,22,1:42.972,205.011
18,6,Olivier Panis,Prost Peugeot,4,1:43.188,204.581
4,7,Eddie Irvine,Ferrari,26,1:43.297,204.366
16,8,Rubens Barrichello,Stewart Ford,22,1:43.496,203.973
11,9,Jean Alesi,Sauber Petronas,3,1:43.669,203.632
17,10,Johnny Herbert,Stewart Ford,5,1:43.706,203.560
22,11,Jacques Villeneuve,BAR Supertec,6,1:43.898,203.183
7,12,Damon Hill,Jordan Mugen Honda,14,1:43.939,203.103
10,13,Alexander Wurz,Benetton Playlife,11,1:43.963,203.056
12,14,Pedro Diniz,Sauber Petronas,22,1:44.112,202.766
19,15,Jarno Trulli,Prost Peugeot,3,1:44.304,202.393
9,16,Giancarlo Fisichella,Benetton Playlife,12,1:44.379,202.247
23,17,Ricardo Zonta,BAR Supertec,30,1:44.869,201.302
21,18,Marc Gene,Minardi Ford,29,1:45.359,200.366
20,19,Luca Badoer,Minardi Ford,30,1:45.377,200.332
14,20,Pedro de la Rosa,Arrows,25,1:45.556,199.992
15,21,Toranosuke Takagi,Arrows,27,1:46.150,198.873
