,Position,Driver,Car,Laps,Time,Points
28,1,Stirling Moss,Lotus Climax,100,2:53:45.500,8
10,2,Bruce McLaren,Cooper Climax,100,+52.100s,6
36,3,Phil Hill,Ferrari,100,+61.900s,4
18,4,Tony Brooks,Cooper Climax,99,+1 lap,3
2,5,Jo Bonnier,BRM,83,+17 laps,2
34,6,Richie Ginther,Ferrari,70,+30 laps,1
6,7,Graham Hill,BRM,66,DNF,0
38,8,Wolfgang von Trips,Ferrari,61,DNF,0
22,9,Innes Ireland,Lotus Climax,56,+44 laps,0
4,NC,Dan Gurney,BRM,44,DNC,0
8,DQ,Jack Brabham,Cooper Climax,40,DSQ,0
14,NC,Roy Salvadori,Cooper Climax,29,DNF,0
24,NC,Alan  Stacey ,Lotus Climax,23,DNF,0
26,NC,John Surtees,Lotus Climax,17,DNF,0
16,NC,Chris  Bristow ,Cooper Climax,17,DNF,0
44,NC,Maurice  Trintignant,Cooper Maserati,4,DNF,0
