,Position,Driver,Car,Laps,Time,Points
1,1,Lewis Hamilton,McLaren Mercedes,61,1:56:06.337,10
10,2,Timo Glock,Toyota,61,+9.634s,8
7,3,Fernando Alonso,Renault,61,+16.624s,6
15,4,Sebastian Vettel,RBR Renault,61,+20.261s,5
22,5,Jenson Button,Brawn Mercedes,61,+30.015s,4
23,6,Rubens Barrichello,Brawn Mercedes,61,+31.858s,3
2,7,Heikki Kovalainen,McLaren Mercedes,61,+36.157s,2
5,8,Robert Kubica,Sauber BMW,61,+55.054s,1
17,9,Kazuki Nakajima,Williams Toyota,61,+56.054s,0
4,10,Kimi Räikkönen,Ferrari,61,+58.892s,0
16,11,Nico Rosberg,Williams Toyota,61,+59.777s,0
9,12,Jarno Trulli,Toyota,61,+73.009s,0
3,13,Giancarlo Fisichella,Ferrari,61,+79.890s,0
21,14,Vitantonio Liuzzi,Force India Mercedes,61,+93.502s,0
11,NC,Jaime Alguersuari,STR Ferrari,47,DNF,0
12,NC,Sebastien Buemi,STR Ferrari,47,DNF,0
14,NC,Mark Webber,RBR Renault,45,DNF,0
20,NC,Adrian Sutil,Force India Mercedes,23,DNF,0
6,NC,Nick Heidfeld,Sauber BMW,19,DNF,0
8,NC,Romain Grosjean,Renault,3,DNF,0
