,Position,Driver,Car,Time / Gap,Laps
23,1,Rubens Barrichello,Brawn Mercedes,1:50.179,19
22,2,Jenson Button,Brawn Mercedes,+0.177s,22
14,3,Mark Webber,RBR Renault,+0.237s,21
7,4,Fernando Alonso,Renault,+0.388s,16
15,5,Sebastian Vettel,RBR Renault,+0.435s,16
2,6,Heikki Kovalainen,McLaren Mercedes,+0.520s,21
1,7,Lewis Hamilton,McLaren Mercedes,+0.536s,17
5,8,Robert Kubica,Sauber BMW,+0.636s,15
4,9,Kimi Räikkönen,Ferrari,+0.686s,19
17,10,Kazuki Nakajima,Williams Toyota,+0.910s,25
16,11,Nico Rosberg,Williams Toyota,+1.248s,23
20,12,Adrian Sutil,Force India Mercedes,+1.365s,14
12,13,Sebastien Buemi,STR Ferrari,+1.464s,28
6,14,Nick Heidfeld,Sauber BMW,+1.477s,15
10,15,Timo Glock,Toyota,+1.904s,20
9,16,Jarno Trulli,Toyota,+1.956s,20
3,17,Giancarlo Fisichella,Ferrari,+2.211s,24
21,18,Vitantonio Liuzzi,Force India Mercedes,+2.726s,23
11,19,Jaime Alguersuari,STR Ferrari,+3.053s,25
8,20,Romain Grosjean,Renault,+3.279s,9
