,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Lewis Hamilton,McLaren Mercedes,1:46.977,1:46.657,1:47.891,14
15,2,Sebastian Vettel,RBR Renault,1:47.541,1:46.362,1:48.204,17
16,3,Nico Rosberg,Williams Toyota,1:47.390,1:46.197,1:48.348,15
14,4,Mark Webber,RBR Renault,1:47.646,1:46.328,1:48.722,19
23,5,Rubens Barrichello,Brawn Mercedes,1:47.397,1:46.787,1:48.828,20
7,6,Fernando Alonso,Renault,1:47.757,1:46.767,1:49.054,17
10,7,Timo Glock,Toyota,1:47.770,1:46.707,1:49.180,18
6,8,Nick Heidfeld,Sauber BMW,1:47.347,1:46.832,1:49.307,19
5,9,Robert Kubica,Sauber BMW,1:47.615,1:46.813,1:49.514,18
2,10,Heikki Kovalainen,McLaren Mercedes,1:47.542,1:46.842,1:49.778,18
17,11,Kazuki Nakajima,Williams Toyota,1:47.637,1:47.013,,14
22,12,Jenson Button,Brawn Mercedes,1:47.180,1:47.141,,16
4,13,Kimi Räikkönen,Ferrari,1:47.293,1:47.177,,14
12,14,Sebastien Buemi,STR Ferrari,1:47.677,1:47.369,,16
9,15,Jarno Trulli,Toyota,1:47.690,1:47.413,,13
20,16,Adrian Sutil,Force India Mercedes,1:48.231,,,10
11,17,Jaime Alguersuari,STR Ferrari,1:48.340,,,9
3,18,Giancarlo Fisichella,Ferrari,1:48.350,,,11
8,19,Romain Grosjean,Renault,1:48.544,,,10
21,20,Vitantonio Liuzzi,Force India Mercedes,1:48.792,,,8
