,Position,Driver,Car,Time / Gap,Laps
15,1,Sebastian Vettel,RBR Renault,1:48.650,31
7,2,Fernando Alonso,Renault,+0.274s,27
2,3,Heikki Kovalainen,McLaren Mercedes,+0.302s,30
6,4,Nick Heidfeld,Sauber BMW,+0.448s,31
22,5,Jenson Button,Brawn Mercedes,+0.661s,34
14,6,Mark Webber,RBR Renault,+0.667s,14
16,7,Nico Rosberg,Williams Toyota,+0.683s,33
10,8,Timo Glock,Toyota,+0.692s,30
1,9,Lewis Hamilton,McLaren Mercedes,+0.708s,28
5,10,Robert Kubica,Sauber BMW,+0.959s,24
23,11,Rubens Barrichello,Brawn Mercedes,+0.966s,30
20,12,Adrian Sutil,Force India Mercedes,+1.060s,31
9,13,Jarno Trulli,Toyota,+1.145s,29
4,14,Kimi Räikkönen,Ferrari,+1.291s,29
17,15,Kazuki Nakajima,Williams Toyota,+1.373s,34
3,16,Giancarlo Fisichella,Ferrari,+1.603s,31
12,17,Sebastien Buemi,STR Ferrari,+1.877s,29
21,18,Vitantonio Liuzzi,Force India Mercedes,+1.955s,28
8,19,Romain Grosjean,Renault,+2.322s,17
11,20,Jaime Alguersuari,STR Ferrari,+2.773s,31
