,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:31.547
44,2,Lewis Hamilton,Mercedes,1:31.570
5,3,Sebastian Vettel,Ferrari,1:31.848
16,4,Charles Leclerc,Ferrari,1:31.865
33,5,Max Verstappen,Red Bull Racing Honda,1:32.089
10,6,Pierre Gasly,Red Bull Racing Honda,1:32.930
3,7,Daniel Ricciardo,Renault,1:32.958
27,8,Nico Hulkenberg,Renault,1:32.962
20,9,Kevin Magnussen,Haas Ferrari,
8,10,Romain Grosjean,Haas Ferrari,
26,11,Daniil Kvyat,Scuderia Toro Rosso Honda,1:33.236
11,12,Sergio Perez,Racing Point BWT Mercedes,1:33.299
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:33.419
55,14,Carlos Sainz,McLaren Renault,1:33.523
4,15,Lando Norris,McLaren Renault,1:33.967
18,16,Lance Stroll,Racing Point BWT Mercedes,1:34.292
63,17,George Russell,Williams Mercedes,1:35.253
88,18,Robert Kubica,Williams Mercedes,1:35.281
99,19,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,
23,20,Alexander Albon,Scuderia Toro Rosso Honda,
