,Position,Driver,Car,Q1,Q2,Q3,Laps
77,1,Valtteri Bottas,Mercedes,1:32.658,1:31.728,1:31.547,16
44,2,Lewis Hamilton,Mercedes,1:33.115,1:31.637,1:31.570,16
5,3,Sebastian Vettel,Ferrari,1:33.557,1:32.232,1:31.848,17
16,4,Charles Leclerc,Ferrari,1:32.712,1:32.324,1:31.865,16
33,5,Max Verstappen,Red Bull Racing Honda,1:33.274,1:32.369,1:32.089,14
10,6,Pierre Gasly,Red Bull Racing Honda,1:33.863,1:32.948,1:32.930,14
3,7,Daniel Ricciardo,Renault,1:33.709,1:33.214,1:32.958,18
27,8,Nico Hulkenberg,Renault,1:33.644,1:32.968,1:32.962,15
20,9,Kevin Magnussen,Haas Ferrari,1:34.036,1:33.150,DNF,16
8,10,Romain Grosjean,Haas Ferrari,1:33.752,1:33.156,DNF,15
26,11,Daniil Kvyat,Scuderia Toro Rosso Honda,1:33.783,1:33.236,,12
11,12,Sergio Perez,Racing Point BWT Mercedes,1:34.026,1:33.299,,12
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:34.125,1:33.419,,12
55,14,Carlos Sainz,McLaren Renault,1:33.686,1:33.523,,12
4,15,Lando Norris,McLaren Renault,1:34.148,1:33.967,,12
18,16,Lance Stroll,Racing Point BWT Mercedes,1:34.292,,,6
63,17,George Russell,Williams Mercedes,1:35.253,,,9
88,18,Robert Kubica,Williams Mercedes,1:35.281,,,9
99,NC,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,DNF,,,2
