,Position,Driver,Car,Q1,Q2,Q3,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:30.499,1:30.318,1:28.997,15
44,2,Lewis Hamilton,Mercedes,1:30.617,1:30.085,1:29.385,18
77,3,Valtteri Bottas,Mercedes,1:31.200,1:30.186,1:29.586,17
16,4,Charles Leclerc,Ferrari,1:30.691,1:30.010,1:29.678,15
10,5,Pierre Gasly,AlphaTauri Honda,1:30.848,1:30.513,1:29.809,15
3,6,Daniel Ricciardo,McLaren Mercedes,1:30.795,1:30.222,1:29.927,18
4,7,Lando Norris,McLaren Mercedes,1:30.902,1:30.099,1:29.974,18
55,8,Carlos Sainz,Ferrari,1:31.653,1:30.009,1:30.215,17
14,9,Fernando Alonso,Alpine Renault,1:30.863,1:30.595,1:30.249,15
18,10,Lance Stroll,Aston Martin Mercedes,1:31.261,1:30.624,1:30.601,15
11,11,Sergio Perez,Red Bull Racing Honda,1:31.165,1:30.659,,11
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:30.998,1:30.708,,12
22,13,Yuki Tsunoda,AlphaTauri Honda,1:30.607,1:31.203,,9
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:31.547,1:31.238,,12
63,15,George Russell,Williams Mercedes,1:31.316,1:33.430,,11
31,16,Esteban Ocon,Alpine Renault,1:31.724,,,6
6,17,Nicholas Latifi,Williams Mercedes,1:31.936,,,8
5,18,Sebastian Vettel,Aston Martin Mercedes,1:32.056,,,6
47,19,Mick Schumacher,Haas Ferrari,1:32.449,,,6
9,20,Nikita Mazepin,Haas Ferrari,1:33.273,,,7
