,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,56,1:32:03.897,25
33,2,Max Verstappen,Red Bull Racing Honda,56,+0.745s,18
77,3,Valtteri Bottas,Mercedes,56,+37.383s,16
4,4,Lando Norris,McLaren Mercedes,56,+46.466s,12
11,5,Sergio Perez,Red Bull Racing Honda,56,+52.047s,10
16,6,Charles Leclerc,Ferrari,56,+59.090s,8
3,7,Daniel Ricciardo,McLaren Mercedes,56,+66.004s,6
55,8,Carlos Sainz,Ferrari,56,+67.100s,4
22,9,Yuki Tsunoda,AlphaTauri Honda,56,+85.692s,2
18,10,Lance Stroll,Aston Martin Mercedes,56,+86.713s,1
7,11,Kimi Räikkönen,Alfa Romeo Racing Ferrari,56,+88.864s,0
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,55,+1 lap,0
31,13,Esteban Ocon,Alpine Renault,55,+1 lap,0
63,14,George Russell,Williams Mercedes,55,+1 lap,0
5,15,Sebastian Vettel,Aston Martin Mercedes,55,+1 lap,0
47,16,Mick Schumacher,Haas Ferrari,55,+1 lap,0
10,17,Pierre Gasly,AlphaTauri Honda,52,DNF,0
6,18,Nicholas Latifi,Williams Mercedes,51,DNF,0
14,NC,Fernando Alonso,Alpine Renault,32,DNF,0
9,NC,Nikita Mazepin,Haas Ferrari,0,DNF,0
