,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Kimi Räikkönen,Lotus Renault,53,1:40.722,198.117
2,2,Mark Webber,Red Bull Racing Renault,52,1:41.017,197.539
15,3,Sergio Perez,Sauber Ferrari,54,1:41.021,197.531
1,4,Sebastian Vettel,Red Bull Racing Renault,50,1:41.342,196.905
19,5,Bruno Senna,Williams Renault,55,1:41.404,196.785
4,6,Lewis Hamilton,McLaren Mercedes,50,1:41.539,196.523
5,7,Fernando Alonso,Ferrari,53,1:41.680,196.250
16,8,Daniel Ricciardo,STR Ferrari,54,1:41.756,196.104
7,9,Michael Schumacher,Mercedes,53,1:41.760,196.096
11,10,Paul di Resta,Force India Mercedes,55,1:41.819,195.983
8,11,Nico Rosberg,Mercedes,51,1:41.863,195.898
17,12,Jean-Eric Vergne,STR Ferrari,55,1:41.922,195.785
6,13,Felipe Massa,Ferrari,56,1:42.051,195.537
3,14,Jenson Button,McLaren Mercedes,50,1:42.100,195.443
12,15,Nico Hulkenberg,Force India Mercedes,51,1:42.173,195.304
18,16,Pastor Maldonado,Williams Renault,51,1:42.237,195.181
21,17,Vitaly Petrov,Caterham Renault,52,1:43.513,192.775
20,18,Heikki Kovalainen,Caterham Renault,54,1:43.803,192.237
14,19,Kamui Kobayashi,Sauber Ferrari,44,1:44.202,191.501
24,20,Timo Glock,Marussia Cosworth,50,1:44.757,190.486
25,21,Charles Pic,Marussia Cosworth,50,1:44.813,190.384
23,22,Narain Karthikeyan,HRT Cosworth,52,1:45.909,188.414
22,23,Pedro de la Rosa,HRT Cosworth,54,1:46.244,187.820
10,24,Romain Grosjean,Lotus Renault,2,2:08.464,155.333
