,Position,Driver,Car,Q1,Q2,Q3,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:37.813,1:37.106,1:36.219,14
3,2,Jenson Button,McLaren Mercedes,1:37.575,1:36.928,1:36.368,14
7,3,Michael Schumacher,Mercedes,1:37.517,1:37.017,1:36.391,14
2,4,Mark Webber,Red Bull Racing Renault,1:37.172,1:37.375,1:36.461,19
9,5,Kimi Räikkönen,Lotus Renault,1:37.961,1:36.715,1:36.461,13
1,6,Sebastian Vettel,Red Bull Racing Renault,1:38.102,1:37.419,1:36.634,14
10,7,Romain Grosjean,Lotus Renault,1:38.058,1:37.338,1:36.658,14
8,8,Nico Rosberg,Mercedes,1:37.696,1:36.996,1:36.664,14
5,9,Fernando Alonso,Ferrari,1:38.151,1:37.379,1:37.566,16
15,10,Sergio Perez,Sauber Ferrari,1:37.933,1:37.477,1:37.698,17
18,11,Pastor Maldonado,Williams Renault,1:37.789,1:37.589,,14
6,12,Felipe Massa,Ferrari,1:38.381,1:37.731,,15
19,13,Bruno Senna,Williams Renault,1:38.437,1:37.841,,13
11,14,Paul di Resta,Force India Mercedes,1:38.325,1:37.877,,15
16,15,Daniel Ricciardo,STR Ferrari,1:38.419,1:37.883,,14
12,16,Nico Hulkenberg,Force India Mercedes,1:38.303,1:37.890,,13
14,17,Kamui Kobayashi,Sauber Ferrari,1:38.372,1:38.069,,12
17,18,Jean-Eric Vergne,STR Ferrari,1:39.077,,,7
20,19,Heikki Kovalainen,Caterham Renault,1:39.306,,,9
21,20,Vitaly Petrov,Caterham Renault,1:39.567,,,6
24,21,Timo Glock,Marussia Cosworth,1:40.903,,,8
25,22,Charles Pic,Marussia Cosworth,1:41.250,,,8
22,23,Pedro de la Rosa,HRT Cosworth,1:42.914,,,4
23,24,Narain Karthikeyan,HRT Cosworth,1:43.655,,,6
