,Position,Driver,Car,Laps,Time,Points
5,1,Fernando Alonso,Ferrari,56,2:44:51.812,25
15,2,Sergio Perez,Sauber Ferrari,56,+2.263s,18
4,3,Lewis Hamilton,McLaren Mercedes,56,+14.591s,15
2,4,Mark Webber,Red Bull Racing Renault,56,+17.688s,12
9,5,Kimi Räikkönen,Lotus Renault,56,+29.456s,10
19,6,Bruno Senna,Williams Renault,56,+37.667s,8
11,7,Paul di Resta,Force India Mercedes,56,+44.412s,6
17,8,Jean-Eric Vergne,STR Ferrari,56,+46.985s,4
12,9,Nico Hulkenberg,Force India Mercedes,56,+47.892s,2
7,10,Michael Schumacher,Mercedes,56,+49.996s,1
1,11,Sebastian Vettel,Red Bull Racing Renault,56,+75.527s,0
16,12,Daniel Ricciardo,STR Ferrari,56,+76.828s,0
8,13,Nico Rosberg,Mercedes,56,+78.593s,0
3,14,Jenson Button,McLaren Mercedes,56,+79.719s,0
6,15,Felipe Massa,Ferrari,56,+97.319s,0
21,16,Vitaly Petrov,Caterham Renault,55,+1 lap,0
24,17,Timo Glock,Marussia Cosworth,55,+1 lap,0
20,18,Heikki Kovalainen,Caterham Renault,55,+1 lap,0
18,19,Pastor Maldonado,Williams Renault,54,DNF,0
25,20,Charles Pic,Marussia Cosworth,54,+2 laps,0
22,21,Pedro de la Rosa,HRT Cosworth,54,+2 laps,0
23,22,Narain Karthikeyan,HRT Cosworth,54,+2 laps,0
14,NC,Kamui Kobayashi,Sauber Ferrari,46,DNF,0
10,NC,Romain Grosjean,Lotus Renault,3,DNF,0
