,Position,Driver,Car,Time
16,1,Dan Gurney,Brabham Ford,1:31.200
18,2,Jim Clark,Lotus Climax,1:31.300
6,3,Graham Hill,BRM,1:31.400
2,4,John Surtees,Ferrari,1:32.800
24,5,Bruce McLaren,Cooper Climax,1:33.300
20,6,Peter  Arundell ,Lotus Climax,1:33.500
14,7,Jack Brabham,Brabham Ford,1:33.800
8,8,Richie Ginther,BRM,1:34.000
22,9,Phil Hill,Cooper Climax,1:34.800
4,10,Lorenzo Bandini,Ferrari,1:35.000
34,11,Bob Anderson,Brabham Climax,1:35.400
26,12,Jo Bonnier,Cooper Climax,1:35.400
10,13,Chris Amon,Lotus Climax,1:35.900
12,14,Mike Hailwood,Lotus Climax,1:36.100
30,15,Tony Maggs,BRM,1:37.000
32,16,Giancarlo Baghetti,BRM,1:38.000
28,17,Carel Godin de Beaufort ,Porsche,1:39.900
36,18,Jo Siffert,Lotus BRM,1:44.000
