,Position,Driver,Car,Time / Gap,Laps
27,1,Nico Hulkenberg,Force India Mercedes,1:44.355,11
6,2,Nico Rosberg,Mercedes,+0.052s,15
5,3,Sebastian Vettel,Ferrari,+0.631s,15
11,4,Sergio Perez,Force India Mercedes,+0.791s,11
3,5,Daniel Ricciardo,Red Bull Racing Renault,+0.878s,10
55,6,Carlos Sainz,STR Renault,+1.133s,13
44,7,Lewis Hamilton,Mercedes,+1.336s,10
77,8,Valtteri Bottas,Williams Mercedes,+1.391s,13
33,9,Max Verstappen,STR Renault,+1.848s,13
7,10,Kimi Räikkönen,Ferrari,+1.860s,16
22,11,Jenson Button,McLaren Honda,+1.876s,12
19,12,Felipe Massa,Williams Mercedes,+1.978s,12
12,13,Felipe Nasr,Sauber Ferrari,+2.392s,13
14,14,Fernando Alonso,McLaren Honda,+3.088s,16
13,15,Pastor Maldonado,Lotus Mercedes,+3.651s,9
26,16,Daniil Kvyat,Red Bull Racing Renault,+3.741s,9
30,17,Jolyon Palmer,Lotus Mercedes,+4.739s,9
98,18,Roberto Merhi,Marussia Ferrari,+8.639s,12
9,19,Marcus Ericsson,Sauber Ferrari,+9.917s,12
28,20,Will Stevens,Marussia Ferrari,+13.899s,6
