,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:37.113
44,2,Lewis Hamilton,Mercedes,1:37.433
77,3,Valtteri Bottas,Williams Mercedes,1:37.912
5,4,Sebastian Vettel,Ferrari,1:37.965
7,5,Kimi Räikkönen,Ferrari,1:38.348
27,6,Nico Hulkenberg,Force India Mercedes,1:38.659
11,7,Sergio Perez,Force India Mercedes,1:38.691
8,8,Romain Grosjean,Lotus Mercedes,1:38.787
33,9,Max Verstappen,STR Renault,1:38.924
3,10,Daniel Ricciardo,Red Bull Racing Renault,1:39.728
26,11,Daniil Kvyat,Red Bull Racing Renault,1:39.214
12,12,Felipe Nasr,Sauber Ferrari,1:39.323
22,13,Jenson Button,McLaren Honda,1:39.763
13,14,Pastor Maldonado,Lotus Mercedes,1:39.811
19,15,Felipe Massa,Williams Mercedes,1:39.895
9,16,Marcus Ericsson,Sauber Ferrari,1:40.660
28,17,Will Stevens,Marussia Ferrari,1:43.693
98,18,Roberto Merhi,Marussia Ferrari,1:43.804
14,19,Fernando Alonso,McLaren Honda,1:40.144
55,20,Carlos Sainz,STR Renault,
