,Position,Driver,Car,Time / Gap,Laps
19,1,Felipe Massa,Williams Mercedes,2:00.458,6
5,2,Sebastian Vettel,Ferrari,+0.201s,8
77,3,Valtteri Bottas,Williams Mercedes,+0.230s,8
33,4,Max Verstappen,STR Renault,+0.348s,7
14,5,Fernando Alonso,McLaren Honda,+0.619s,12
26,6,Daniil Kvyat,Red Bull Racing Renault,+0.960s,6
55,7,Carlos Sainz,STR Renault,+2.347s,7
22,8,Jenson Button,McLaren Honda,+2.387s,8
6,9,Nico Rosberg,Mercedes,,6
9,10,Marcus Ericsson,Sauber Ferrari,,3
44,11,Lewis Hamilton,Mercedes,,3
11,12,Sergio Perez,Force India Mercedes,,3
27,13,Nico Hulkenberg,Force India Mercedes,,3
3,14,Daniel Ricciardo,Red Bull Racing Renault,,1
