,Position,Driver,Car,Laps,Time,Points
27,1,Jean Alesi,Ferrari,69,1:46:31.333,10
14,2,Rubens Barrichello,Jordan Peugeot,69,+31.687s,6
15,3,Eddie Irvine,Jordan Peugeot,69,+33.270s,4
26,4,Olivier Panis,Ligier Mugen Honda,69,+36.506s,3
1,5,Michael Schumacher,Benetton Renault,69,+37.060s,2
9,6,Gianni Morbidelli,Footwork Hart,68,+1 lap,1
24,7,Luca Badoer,Minardi Ford,68,+1 lap,0
4,8,Mika Salo,Tyrrell Yamaha,68,+1 lap,0
10,9,Taki Inoue,Footwork Hart,67,+2 laps,0
25,NC,Martin Brundle,Ligier Mugen Honda,61,DNF,0
28,NC,Gerhard Berger,Ferrari,61,DNF,0
23,NC,Pierluigi Martini,Minardi Ford,60,DNF,0
22,NC,Roberto Moreno,Forti Ford,54,DNF,0
5,NC,Damon Hill,Williams Renault,50,DNF,0
7,NC,Mark Blundell,McLaren Mercedes,47,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,42,DNF,0
16,NC,Bertrand Gachot,Pacific Ilmor,36,DNF,0
30,NC,Heinz-Harald Frentzen,Sauber Ford,26,DNF,0
21,NC,Pedro Diniz,Forti Ford,26,DNF,0
29,NC,Jean-Christophe Boullion,Sauber Ford,19,DNF,0
17,NC,Andrea Montermini,Pacific Ilmor,5,DNF,0
6,NC,David Coulthard,Williams Renault,1,DNF,0
2,NC,Johnny Herbert,Benetton Renault,0,DNF,0
8,NC,Mika Hakkinen,McLaren Mercedes,0,DNF,0
