,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
63,1,George Russell,Mercedes,61,1:13.785,210.237,16:28:58
44,2,Lewis Hamilton,Mercedes,63,1:13.942,209.791,16:31:27
55,3,Carlos Sainz,Ferrari,65,1:13.953,209.760,16:33:58
14,4,Fernando Alonso,Alpine Renault,62,1:14.164,209.163,16:30:18
1,5,Max Verstappen,Red Bull Racing RBPT,64,1:14.195,209.076,16:32:49
16,6,Charles Leclerc,Ferrari,63,1:14.253,208.912,16:31:31
11,7,Sergio Perez,Red Bull Racing RBPT,62,1:14.283,208.828,16:30:16
18,8,Lance Stroll,Aston Martin Aramco Mercedes,50,1:14.831,207.299,16:11:50
31,9,Esteban Ocon,Alpine Renault,65,1:15.093,206.575,16:34:07
47,10,Mick Schumacher,Haas Ferrari,63,1:15.251,206.142,16:31:41
6,11,Nicholas Latifi,Williams Mercedes,59,1:15.327,205.934,16:26:45
10,12,Pierre Gasly,AlphaTauri RBPT,64,1:15.327,205.934,16:32:57
22,13,Yuki Tsunoda,AlphaTauri RBPT,63,1:15.508,205.440,16:33:00
77,14,Valtteri Bottas,Alfa Romeo Ferrari,62,1:15.511,205.432,16:30:21
5,15,Sebastian Vettel,Aston Martin Aramco Mercedes,64,1:15.549,205.328,16:32:54
23,16,Alexander Albon,Williams Mercedes,49,1:15.613,205.155,16:10:47
24,17,Guanyu Zhou,Alfa Romeo Ferrari,64,1:15.802,204.643,16:32:56
4,18,Lando Norris,McLaren Mercedes,48,1:15.855,204.500,16:09:10
