,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,55,1:45.008,173.643,22:01:43
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,57,1:45.301,173.160,22:05:19
77,3,Valtteri Bottas,Mercedes,54,1:45.405,172.989,22:00:04
55,4,Carlos Sainz,Toro Rosso,52,1:46.537,171.151,21:56:40
30,5,Jolyon Palmer,Renault,52,1:46.722,170.855,21:56:44
2,6,Stoffel Vandoorne,McLaren Honda,57,1:46.722,170.855,22:05:44
11,7,Sergio Perez,Force India Mercedes,52,1:46.731,170.840,21:56:42
19,8,Felipe Massa,Williams Mercedes,58,1:47.055,170.323,22:07:47
18,9,Lance Stroll,Williams Mercedes,55,1:47.512,169.599,22:02:18
20,10,Kevin Magnussen,Haas Ferrari,44,1:47.585,169.484,21:42:35
8,11,Romain Grosjean,Haas Ferrari,54,1:47.637,169.402,22:00:32
31,12,Esteban Ocon,Force India Mercedes,52,1:47.677,169.339,21:56:58
27,13,Nico Hulkenberg,Renault,37,1:48.011,168.816,21:25:59
94,14,Pascal Wehrlein,Sauber Ferrari,56,1:49.061,167.190,22:08:28
9,15,Marcus Ericsson,Sauber Ferrari,35,1:52.496,162.085,21:25:14
26,16,Daniil Kvyat,Toro Rosso,10,2:10.512,139.711,20:29:26
14,17,Fernando Alonso,McLaren Honda,6,2:13.579,136.503,20:20:46
