,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,Ferrari,1:43.336,1:40.529,1:39.491,19
33,2,Max Verstappen,Red Bull Racing TAG Heuer,1:42.010,1:40.332,1:39.814,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:42.063,1:40.385,1:39.840,18
7,4,Kimi Räikkönen,Ferrari,1:43.328,1:40.525,1:40.069,18
44,5,Lewis Hamilton,Mercedes,1:42.455,1:40.577,1:40.126,17
77,6,Valtteri Bottas,Mercedes,1:43.137,1:41.409,1:40.810,16
27,7,Nico Hulkenberg,Renault,1:42.586,1:41.277,1:41.013,18
14,8,Fernando Alonso,McLaren Honda,1:42.086,1:41.442,1:41.179,20
2,9,Stoffel Vandoorne,McLaren Honda,1:42.222,1:41.227,1:41.398,19
55,10,Carlos Sainz,Toro Rosso,1:42.176,1:41.826,1:42.056,20
30,11,Jolyon Palmer,Renault,1:42.472,1:42.107,,12
11,12,Sergio Perez,Force India Mercedes,1:43.594,1:42.246,,8
26,13,Daniil Kvyat,Toro Rosso,1:42.544,1:42.338,,14
31,14,Esteban Ocon,Force India Mercedes,1:43.626,1:42.760,,11
8,15,Romain Grosjean,Haas Ferrari,1:43.627,1:43.883,,13
20,16,Kevin Magnussen,Haas Ferrari,1:43.756,,,8
19,17,Felipe Massa,Williams Mercedes,1:44.014,,,6
18,18,Lance Stroll,Williams Mercedes,1:44.728,,,9
94,19,Pascal Wehrlein,Sauber Ferrari,1:45.059,,,9
9,20,Marcus Ericsson,Sauber Ferrari,1:45.570,,,6
