,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:41.829,12
5,2,Sebastian Vettel,Ferrari,+0.072s,13
44,3,Lewis Hamilton,Mercedes,+0.142s,16
14,4,Fernando Alonso,McLaren Honda,+0.554s,11
2,5,Stoffel Vandoorne,McLaren Honda,+0.610s,13
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.688s,11
27,7,Nico Hulkenberg,Renault,+0.720s,10
77,8,Valtteri Bottas,Mercedes,+0.763s,16
7,9,Kimi Räikkönen,Ferrari,+0.879s,16
11,10,Sergio Perez,Force India Mercedes,+1.181s,14
31,11,Esteban Ocon,Force India Mercedes,+1.280s,15
55,12,Carlos Sainz,Toro Rosso,+1.527s,17
30,13,Jolyon Palmer,Renault,+1.539s,11
26,14,Daniil Kvyat,Toro Rosso,+1.745s,17
19,15,Felipe Massa,Williams Mercedes,+1.895s,17
20,16,Kevin Magnussen,Haas Ferrari,+2.212s,16
18,17,Lance Stroll,Williams Mercedes,+2.394s,18
8,18,Romain Grosjean,Haas Ferrari,+2.466s,16
94,19,Pascal Wehrlein,Sauber Ferrari,+3.931s,15
9,20,Marcus Ericsson,Sauber Ferrari,+4.510s,7
