,Position,Driver,Car,Time
10,1,Alberto Ascari,Ferrari,2:41.200
24,2,Felice  Bonetto,Maserati,2:41.500
12,3,Luigi  Villoresi,Ferrari,2:41.900
18,4,Juan Manuel Fangio,Maserati,2:42.000
20,5,Jose Froilan Gonzalez,Maserati,2:42.400
14,6,Nino Farina,Ferrari,2:42.500
16,7,Mike Hawthorn,Ferrari,2:43.500
22,8,Onofre Marimon,Maserati,2:44.700
46,9,Toulo de Graffenried,Maserati,2:46.100
44,10,Louis  Rosier,Ferrari,2:49.600
42,11,Prince Bira,Connaught Lea Francis,2:53.200
38,12,Bob  Gerard,Cooper Bristol,2:54.200
36,13,Stirling Moss,Cooper Alta,2:55.700
40,14,Ken  Wharton,Cooper Bristol,2:55.800
34,15,Elie Bayol,OSCA,2:56.900
26,16,Lance Macklin,HWM Alta,2:57.200
28,17,Peter Collins,HWM Alta,3:02.000
30,18,Yves Giraud-Cabantous,HWM Alta,3:06.700
50,19,Roy Salvadori,Connaught Lea Francis,3:23.000
6,20,Harry Schell,Gordini,3:25.800
48,21,Johnny Claes,Connaught Lea Francis,4:06.500
2,22,Jean Behra,Gordini,
4,23,Maurice  Trintignant,Gordini,
8,24,Roberto Mieres,Gordini,
32,25,Louis  Chiron,OSCA,
