,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:40.380,1:35.179,1:35.766,21
1,2,Sebastian Vettel,Red Bull Racing Renault,1:45.086,1:36.410,1:37.386,19
22,3,Jenson Button,McLaren Mercedes,1:44.425,1:36.579,1:38.200,24
27,4,Nico Hulkenberg,Force India Mercedes,1:41.271,1:37.112,1:38.329,19
20,5,Kevin Magnussen,McLaren Mercedes,1:42.507,1:37.370,1:38.417,23
44,6,Lewis Hamilton,Mercedes,1:41.058,1:34.870,1:39.232,19
11,7,Sergio Perez,Force India Mercedes,1:42.146,1:37.350,1:40.457,20
3,8,Daniel Ricciardo,Red Bull Racing Renault,1:44.710,1:38.166,1:40.606,18
26,9,Daniil Kvyat,STR Renault,1:41.032,1:36.813,1:40.707,21
25,10,Jean-Eric Vergne,STR Renault,1:43.040,1:37.800,1:40.855,21
8,11,Romain Grosjean,Lotus Renault,1:43.121,1:38.496,,17
17,12,Jules Bianchi,Marussia Ferrari,1:41.169,1:38.709,,17
4,13,Max Chilton,Marussia Ferrari,1:42.082,1:39.800,,14
21,14,Esteban Gutierrez ,Sauber Ferrari,1:43.285,1:40.912,,16
13,EX,Pastor Maldonado,Lotus Renault,1:43.892,1:44.018,,15
99,15,Adrian Sutil,Sauber Ferrari,1:42.603,,,8
77,16,Valtteri Bottas,Williams Mercedes,1:45.318,,,5
19,17,Felipe Massa,Williams Mercedes,1:45.695,,,5
14,18,Fernando Alonso,Ferrari,1:45.935,,,6
7,19,Kimi Räikkönen,Ferrari,1:46.684,,,7
9,NC,Marcus Ericsson,Caterham Renault,1:49.421,,,7
10,NC,Kamui Kobayashi,Caterham Renault,1:49.625,,,6
