,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,52,2:26:52.094,25
77,2,Valtteri Bottas,Williams Mercedes,52,+30.135s,18
3,3,Daniel Ricciardo,Red Bull Racing Renault,52,+46.495s,15
22,4,Jenson Button,McLaren Mercedes,52,+47.390s,12
1,5,Sebastian Vettel,Red Bull Racing Renault,52,+53.864s,10
14,6,Fernando Alonso,Ferrari,52,+59.946s,8
20,7,Kevin Magnussen,McLaren Mercedes,52,+62.563s,6
27,8,Nico Hulkenberg,Force India Mercedes,52,+88.692s,4
26,9,Daniil Kvyat,STR Renault,52,+89.340s,2
25,10,Jean-Eric Vergne,STR Renault,51,+1 lap,1
11,11,Sergio Perez,Force India Mercedes,51,+1 lap,0
8,12,Romain Grosjean,Lotus Renault,51,+1 lap,0
99,13,Adrian Sutil,Sauber Ferrari,51,+1 lap,0
17,14,Jules Bianchi,Marussia Ferrari,51,+1 lap,0
10,15,Kamui Kobayashi,Caterham Renault,50,+2 laps,0
4,16,Max Chilton,Marussia Ferrari,50,+2 laps,0
13,17,Pastor Maldonado,Lotus Renault,49,DNF,0
6,NC,Nico Rosberg,Mercedes,28,DNF,0
9,NC,Marcus Ericsson,Caterham Renault,11,DNF,0
21,NC,Esteban Gutierrez ,Sauber Ferrari,9,DNF,0
19,NC,Felipe Massa,Williams Mercedes,0,DNF,0
7,NC,Kimi Räikkönen,Ferrari,0,DNF,0
