,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:35.766
1,2,Sebastian Vettel,Red Bull Racing Renault,1:37.386
22,3,Jenson Button,McLaren Mercedes,1:38.200
27,4,Nico Hulkenberg,Force India Mercedes,1:38.329
20,5,Kevin Magnussen,McLaren Mercedes,1:38.417
44,6,Lewis Hamilton,Mercedes,1:39.232
11,7,Sergio Perez,Force India Mercedes,1:40.457
3,8,Daniel Ricciardo,Red Bull Racing Renault,1:40.606
26,9,Daniil Kvyat,STR Renault,1:40.707
25,10,Jean-Eric Vergne,STR Renault,1:40.855
8,11,Romain Grosjean,Lotus Renault,1:38.496
17,12,Jules Bianchi,Marussia Ferrari,1:38.709
99,13,Adrian Sutil,Sauber Ferrari,
77,14,Valtteri Bottas,Williams Mercedes,1:45.318
19,15,Felipe Massa,Williams Mercedes,1:45.695
14,16,Fernando Alonso,Ferrari,1:45.935
4,17,Max Chilton,Marussia Ferrari,1:39.800
7,18,Kimi Räikkönen,Ferrari,1:46.684
21,19,Esteban Gutierrez ,Sauber Ferrari,1:40.912
13,20,Pastor Maldonado,Lotus Renault,
9,21,Marcus Ericsson,Caterham Renault,1:49.421
10,22,Kamui Kobayashi,Caterham Renault,1:49.625
