,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:31.391,1:30.039,1:29.493,14
6,2,Nico Rosberg,Mercedes,1:31.325,1:30.535,1:29.570,13
5,3,Sebastian Vettel,Ferrari,1:31.636,1:30.409,1:30.012,14
7,4,Kimi Räikkönen,Ferrari,1:31.685,1:30.559,1:30.244,14
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:31.403,1:31.122,1:30.854,12
77,6,Valtteri Bottas,Williams Mercedes,1:31.672,1:30.931,1:31.153,12
19,7,Felipe Massa,Williams Mercedes,1:32.045,1:31.374,1:31.155,10
27,8,Nico Hulkenberg,Force India Mercedes,1:31.987,1:31.604,1:31.620,15
8,9,Romain Grosjean,Haas Ferrari,1:32.005,1:31.756,,9
33,10,Max Verstappen,Toro Rosso Ferrari,1:31.888,1:31.772,,9
55,11,Carlos Sainz,Toro Rosso Ferrari,1:31.716,1:31.816,,9
47,12,Stoffel Vandoorne,McLaren Honda,1:32.472,1:31.934,,9
21,13,Esteban Gutierrez ,Haas Ferrari,1:32.118,1:31.945,,9
22,14,Jenson Button,McLaren Honda,1:31.976,1:31.998,,9
26,15,Daniil Kvyat,Red Bull Racing TAG Heuer,1:32.559,1:32.241,,9
94,16,Pascal Wehrlein,MRT Mercedes,1:32.806,,,6
9,17,Marcus Ericsson,Sauber Ferrari,1:32.840,,,6
11,18,Sergio Perez,Force India Mercedes,1:32.911,,,7
20,19,Kevin Magnussen,Renault,1:33.181,,,3
30,20,Jolyon Palmer,Renault,1:33.438,,,6
88,21,Rio Haryanto,MRT Mercedes,1:34.190,,,3
12,22,Felipe Nasr,Sauber Ferrari,1:34.388,,,4
