,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,41,1:34.482,206.210,19:11:35
44,2,Lewis Hamilton,Mercedes,43,1:34.677,205.785,19:15:06
7,3,Kimi Räikkönen,Ferrari,39,1:35.158,204.745,19:08:29
27,4,Nico Hulkenberg,Force India Mercedes,53,1:35.188,204.681,19:33:18
12,5,Felipe Nasr,Sauber Ferrari,49,1:35.360,204.312,19:26:46
94,6,Pascal Wehrlein,MRT Mercedes,43,1:35.448,204.123,19:16:37
33,7,Max Verstappen,Toro Rosso Ferrari,49,1:35.504,204.004,19:25:48
26,8,Daniil Kvyat,Red Bull Racing TAG Heuer,36,1:35.678,203.633,19:04:32
3,9,Daniel Ricciardo,Red Bull Racing TAG Heuer,44,1:36.064,202.814,19:17:23
11,10,Sergio Perez,Force India Mercedes,39,1:36.067,202.808,19:10:11
8,11,Romain Grosjean,Haas Ferrari,42,1:36.095,202.749,19:14:18
47,12,Stoffel Vandoorne,McLaren Honda,44,1:36.121,202.694,19:17:59
88,13,Rio Haryanto,MRT Mercedes,47,1:36.685,201.512,19:23:46
20,14,Kevin Magnussen,Renault,40,1:36.730,201.418,19:11:33
77,15,Valtteri Bottas,Williams Mercedes,37,1:37.077,200.698,19:06:25
19,16,Felipe Massa,Williams Mercedes,31,1:37.560,199.704,18:56:11
9,17,Marcus Ericsson,Sauber Ferrari,32,1:38.003,198.802,18:58:07
55,18,Carlos Sainz,Toro Rosso Ferrari,22,1:38.408,197.983,18:42:23
21,19,Esteban Gutierrez ,Haas Ferrari,2,1:39.341,196.124,18:07:08
22,20,Jenson Button,McLaren Honda,3,1:39.427,195.954,18:08:49
