,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,57,1:33:34.696,25
7,2,Kimi Räikkönen,Ferrari,57,+10.282s,18
44,3,Lewis Hamilton,Mercedes,57,+30.148s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,57,+62.494s,12
8,5,Romain Grosjean,Haas Ferrari,57,+78.299s,10
33,6,Max Verstappen,Toro Rosso Ferrari,57,+80.929s,8
26,7,Daniil Kvyat,Red Bull Racing TAG Heuer,56,+1 lap,6
19,8,Felipe Massa,Williams Mercedes,56,+1 lap,4
77,9,Valtteri Bottas,Williams Mercedes,56,+1 lap,2
47,10,Stoffel Vandoorne,McLaren Honda,56,+1 lap,1
20,11,Kevin Magnussen,Renault,56,+1 lap,0
9,12,Marcus Ericsson,Sauber Ferrari,56,+1 lap,0
94,13,Pascal Wehrlein,MRT Mercedes,56,+1 lap,0
12,14,Felipe Nasr,Sauber Ferrari,56,+1 lap,0
27,15,Nico Hulkenberg,Force India Mercedes,56,+1 lap,0
11,16,Sergio Perez,Force India Mercedes,56,+1 lap,0
88,17,Rio Haryanto,MRT Mercedes,56,+1 lap,0
55,NC,Carlos Sainz,Toro Rosso Ferrari,29,DNF,0
21,NC,Esteban Gutierrez ,Haas Ferrari,9,DNF,0
22,NC,Jenson Button,McLaren Honda,6,DNF,0
5,NC,Sebastian Vettel,Ferrari,0,DNS,0
30,NC,Jolyon Palmer,Renault,0,DNS,0
