,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:31.683,22
7,2,Kimi Räikkönen,Ferrari,+0.040s,13
6,3,Nico Rosberg,Mercedes,+0.421s,18
44,4,Lewis Hamilton,Mercedes,+0.477s,14
77,5,Valtteri Bottas,Williams Mercedes,+0.992s,18
8,6,Romain Grosjean,Haas Ferrari,+1.399s,14
26,7,Daniil Kvyat,Red Bull Racing TAG Heuer,+1.430s,10
21,8,Esteban Gutierrez ,Haas Ferrari,+1.654s,14
19,9,Felipe Massa,Williams Mercedes,+1.680s,18
3,10,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.836s,20
9,11,Marcus Ericsson,Sauber Ferrari,+1.886s,16
20,12,Kevin Magnussen,Renault,+1.934s,9
22,13,Jenson Button,McLaren Honda,+2.021s,12
47,14,Stoffel Vandoorne,McLaren Honda,+2.061s,11
33,15,Max Verstappen,Toro Rosso Ferrari,+2.095s,20
55,16,Carlos Sainz,Toro Rosso Ferrari,+2.320s,20
12,17,Felipe Nasr,Sauber Ferrari,+2.330s,15
27,18,Nico Hulkenberg,Force India Mercedes,+2.445s,16
11,19,Sergio Perez,Force India Mercedes,+2.598s,15
30,20,Jolyon Palmer,Renault,+2.741s,9
88,21,Rio Haryanto,MRT Mercedes,+3.863s,15
94,22,Pascal Wehrlein,MRT Mercedes,+4.041s,16
