,Position,Driver,Car,Laps,Time,Points
77,1,Valtteri Bottas,Mercedes,56,1:33:55.653,25
44,2,Lewis Hamilton,Mercedes,56,+4.148s,18
33,3,Max Verstappen,Red Bull Racing Honda,56,+5.002s,15
16,4,Charles Leclerc,Ferrari,56,+52.239s,13
23,5,Alexander Albon,Red Bull Racing Honda,56,+78.038s,10
3,6,Daniel Ricciardo,Renault,56,+90.366s,8
4,7,Lando Norris,McLaren Renault,56,+90.764s,6
55,8,Carlos Sainz,McLaren Renault,55,+1 lap,4
27,9,Nico Hulkenberg,Renault,55,+1 lap,2
11,10,Sergio Perez,Racing Point BWT Mercedes,55,+1 lap,1
7,11,Kimi Räikkönen,Alfa Romeo Racing Ferrari,55,+1 lap,0
26,12,Daniil Kvyat,Scuderia Toro Rosso Honda,55,+1 lap,0
18,13,Lance Stroll,Racing Point BWT Mercedes,55,+1 lap,0
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,55,+1 lap,0
8,15,Romain Grosjean,Haas Ferrari,55,+1 lap,0
10,16,Pierre Gasly,Scuderia Toro Rosso Honda,54,DNF,0
63,17,George Russell,Williams Mercedes,54,+2 laps,0
20,18,Kevin Magnussen,Haas Ferrari,52,DNF,0
88,NC,Robert Kubica,Williams Mercedes,31,DNF,0
5,NC,Sebastian Vettel,Ferrari,7,DNF,0
