,Position,Driver,Car,Q1,Q2,Q3,Laps
77,1,Valtteri Bottas,Mercedes,1:33.750,1:33.160,1:32.029,18
5,2,Sebastian Vettel,Ferrari,1:33.766,1:32.782,1:32.041,17
33,3,Max Verstappen,Red Bull Racing Honda,1:33.549,1:33.120,1:32.096,16
16,4,Charles Leclerc,Ferrari,1:33.988,1:32.760,1:32.137,19
44,5,Lewis Hamilton,Mercedes,1:33.454,1:33.045,1:32.321,17
23,6,Alexander Albon,Red Bull Racing Honda,1:33.984,1:32.898,1:32.548,14
55,7,Carlos Sainz,McLaren Renault,1:33.916,1:33.422,1:32.847,15
4,8,Lando Norris,McLaren Renault,1:33.353,1:33.316,1:33.175,18
3,9,Daniel Ricciardo,Renault,1:33.835,1:33.608,1:33.488,15
10,10,Pierre Gasly,Scuderia Toro Rosso Honda,1:33.556,1:33.715,1:33.601,19
27,11,Nico Hulkenberg,Renault,1:34.092,1:33.815,,12
20,12,Kevin Magnussen,Haas Ferrari,1:33.812,1:33.979,,12
26,13,Daniil Kvyat,Scuderia Toro Rosso Honda,1:34.138,1:33.989,,14
18,14,Lance Stroll,Racing Point BWT Mercedes,1:33.921,1:34.100,,14
8,15,Romain Grosjean,Haas Ferrari,1:34.161,1:34.158,,14
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:34.226,,,8
7,17,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:34.369,,,8
63,18,George Russell,Williams Mercedes,1:35.372,,,9
11,19,Sergio Perez,Racing Point BWT Mercedes,1:35.808,,,5
88,20,Robert Kubica,Williams Mercedes,1:35.889,,,9
