,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:33.232,34
16,2,Charles Leclerc,Ferrari,+0.301s,33
33,3,Max Verstappen,Red Bull Racing Honda,+0.315s,28
5,4,Sebastian Vettel,Ferrari,+0.658s,35
77,5,Valtteri Bottas,Mercedes,+0.813s,34
23,6,Alexander Albon,Red Bull Racing Honda,+1.202s,32
10,7,Pierre Gasly,Scuderia Toro Rosso Honda,+1.277s,31
55,8,Carlos Sainz,McLaren Renault,+1.435s,34
18,9,Lance Stroll,Racing Point BWT Mercedes,+1.512s,29
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.607s,29
3,11,Daniel Ricciardo,Renault,+1.692s,29
26,12,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.743s,36
27,13,Nico Hulkenberg,Renault,+1.756s,32
4,14,Lando Norris,McLaren Renault,+1.793s,30
11,15,Sergio Perez,Racing Point BWT Mercedes,+1.877s,26
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.155s,34
20,17,Kevin Magnussen,Haas Ferrari,+2.210s,28
8,18,Romain Grosjean,Haas Ferrari,+2.557s,4
63,19,George Russell,Williams Mercedes,+3.517s,37
88,20,Robert Kubica,Williams Mercedes,+4.051s,33
